"Forecast","Section","Field","Index","TTime","Direction","LowSpeed","HighSpeed","Mainly","Occasionally","ForaTime","Gusts","Showers","ChangeAdv","ChangeVerb","EllidedVerb","TimePhrase","Connective","StartPos","GustSpeed"
"31Jan2001_14.prn","3","wind10M",0,6,112.50,8,12,0,0,0,0,0,,,0,,,0,
"31Jan2001_14.prn","3","wind10M",1,24,157.50,12,18,0,0,0,0,0,"gradually","increasing",0,,,4,
"31Jan2001_14.prn","4","wind10M",0,0,157.50,12,18,0,0,0,0,0,,,0,,,0,
"31Jan2001_14.prn","4","wind10M",1,24,157.50,30,35,0,0,0,0,0,"gradually","increasing",0,,,4,
"31Jan2002_03.prn","2","wind10M",0,6,236.25,12,16,0,0,0,0,0,,,0,,,0,
"31Jan2002_03.prn","2","wind10M",1,12,236.25,8,12,0,0,0,0,0,,"easing",0,"by midday",,4,
"31Jan2002_03.prn","2","wind10M",2,24,135.00,20,24,0,0,0,0,0,,"backing",0,"by late evening","then",9,
"31Jan2002_03.prn","3","wind10M",0,0,146.25,20,24,0,0,0,0,0,,,0,,,0,
"31Jan2002_03.prn","3","wind10M",1,24,202.50,34,38,0,0,0,0,0,"gradually","veering and increasing",0,"by late evening",,4,
"31Jan2002_03.prn","4","wind10M",0,0,202.50,34,38,0,0,0,1,0,,,0,,,0,46
"31Jan2002_03.prn","4","wind10M",1,3,202.50,40,45,0,0,0,1,0,,,0,"soon",,5,55
"31Jan2002_03.prn","4","wind10M",2,15,225.00,34,38,0,0,0,1,0,,"easing",0,"by mid afternoon","then",10,46
"31Jan2002_03.prn","4","wind10M",3,24,225.00,44,48,0,0,0,1,0,,"increasing",0,"by late evening","before",20,60
"31Jan2002_14.prn","2","wind10M",0,15,270.00,12,18,0,0,0,0,0,,,0,,,0,
"31Jan2002_14.prn","2","wind10M",1,21,202.50,10,15,0,0,0,0,0,,"backing",0,"soon",,3,
"31Jan2002_14.prn","2","wind10M",2,24,135.00,26,32,0,0,0,1,0,,"backing",1,"by midnight",", then",8,42
"31Jan2002_14.prn","2","wind10M",3,6,157.50,16,20,0,0,0,0,0,,"veering",0,"early morning",",",16,
"31Jan2002_14.prn","2","wind10M",4,6,247.50,22,28,0,0,0,1,0,,"veering",1,"later",", then",23,38
"31Jan2002_14.prn","3","wind10M",0,6,247.50,22,28,0,0,0,1,0,,,0,,,0,38
"31Jan2002_14.prn","3","wind10M",1,12,180.00,20,25,0,0,0,0,0,,"backing",0,"by midday",,5,
"31Jan2002_14.prn","3","wind10M",2,18,157.50,32,38,0,0,0,1,0,,"backing",1,"by early evening",", and",11,48
"31Jan2002_14.prn","3","wind10M",3,24,202.50,28,32,0,0,0,0,0,,"veering",0,"later",",",20,
"31Jan2002_14.prn","4","wind10M",0,0,202.50,28,32,0,0,0,0,0,,,0,,,0,
"31Jan2002_14.prn","4","wind10M",1,12,202.50,25,30,0,0,0,0,0,,"easing",0,"by midday",,3,
"31Jan2002_14.prn","4","wind10M",2,24,202.50,30,35,0,0,0,1,0,,"increasing",0,"later",",",8,45
"31Jul2000_03.prn","2","wind10M",0,6,270.00,0,10,0,0,0,0,0,,,0,,,0,
"31Jul2000_03.prn","2","wind10M",1,21,-99.00,0,10,0,0,0,0,0,,"becoming",0,"evening",,4,
"31Jul2000_03.prn","3","wind10M",0,0,-99.00,0,10,0,0,0,0,0,,,0,,,0,
"31Jul2000_03.prn","3","wind10M",1,12,45.00,10,14,0,0,0,0,0,,"becoming",0,"by early afternoon",,4,
"31Jul2000_03.prn","3","wind10M",2,24,45.00,16,20,0,0,0,0,0,,"rising",0,"by late evening","then",11,
"31Jul2000_03.prn","4","wind10M",0,0,45.00,16,20,0,0,0,0,0,,,0,,,0,
"31Jul2000_03.prn","4","wind10M",1,24,45.00,10,14,0,0,0,0,0,,"easing",0,"later",,3,
"31Jul2000_14.prn","2","wind10M",0,15,270.00,0,10,0,0,0,0,0,,,0,,,0,
"31Jul2000_14.prn","2","wind10M",1,6,112.50,0,10,0,0,0,0,0,"gradually","backing",0,,,4,
"31Jul2000_14.prn","3","wind10M",0,6,112.50,0,10,0,0,0,0,0,,,0,,,0,
"31Jul2000_14.prn","3","wind10M",1,24,45.00,12,16,0,0,0,0,0,"gradually","backing freshening",0,,,5,
"31Jul2000_14.prn","4","wind10M",0,0,45.00,12,16,0,0,0,0,0,,,0,,,0,
"31Jul2000_14.prn","4","wind10M",1,12,45.00,8,12,0,0,0,0,0,,"easing",0,"by midday",,3,
"31Jul2000_14.prn","4","wind10M",2,21,67.50,0,10,0,0,0,0,0,,"veering",0,"by mid evening",", then",8,
"31Jul2001_15.prn","2","wind10M",0,15,292.50,10,14,0,0,0,0,0,,,0,,,0,
"31Jul2001_15.prn","2","wind10M",1,24,247.50,16,20,0,0,0,0,0,,"backing",0,"tonight",,3,
"31Jul2001_15.prn","2","wind10M",2,6,292.50,12,16,0,0,0,0,0,,"easing",0,"later in period",",",8,
"31Jul2001_15.prn","3","wind10M",0,6,292.50,12,16,0,0,0,0,0,,,0,,,0,
"31Jul2001_15.prn","3","wind10M",1,15,292.50,0,10,0,0,0,0,0,,"decreasing",0,"in afternoon",,3,
"31Jul2001_15.prn","3","wind10M",2,24,135.00,0,10,0,0,0,0,0,,"backing",0,"later","and",10,
"31Jul2001_15.prn","4","wind10M",0,0,135.00,5,10,0,0,0,0,0,,,0,,,0,
"31Jul2001_15.prn","4","wind10M",1,9,135.00,14,18,0,0,0,0,0,,"rising",0,"in morning",,3,
"31Jul2001_15.prn","4","wind10M",2,12,180.00,20,24,0,0,0,0,0,,"veering",0,"by early afternoon","then",9,
"31Mar2001_02.prn","2","wind10M",0,6,180.00,26,30,0,0,0,0,0,,,0,,,0,
"31Mar2001_02.prn","2","wind10M",1,12,157.50,35,40,0,0,0,1,0,,"backing",0,"by afternoon",,3,55
"31Mar2001_02.prn","2","wind10M",2,21,225.00,42,48,0,0,0,1,0,,"veering increasing",0,"evening",",",11,58
"31Mar2001_02.prn","3","wind10M",0,0,225.00,42,48,0,0,0,1,0,,,0,,,0,58
"31Mar2001_02.prn","3","wind10M",1,24,225.00,14,18,0,0,0,0,0,,"backing decreasing",0,"by end of period",,5,
"31Mar2001_02.prn","4","wind10M",0,0,225.00,14,18,0,0,0,0,0,,,0,,,0,
"31Mar2001_02.prn","4","wind10M",1,6,180.00,10,14,0,0,0,0,0,,"backing",0,"soon",,3,
"31Mar2001_02.prn","4","wind10M",2,12,135.00,15,20,0,0,0,0,0,,"backing",1,"by afternoon",", then",8,
"31Mar2001_02.prn","4","wind10M",3,21,247.50,12,18,0,0,0,0,0,,"veering easing",0,"in evening",",",14,
"31Mar2001_14.prn","2","wind10M",0,15,202.50,35,40,0,0,0,1,0,,,0,,,0,55
"31Mar2001_14.prn","2","wind10M",1,6,247.50,28,32,0,0,0,1,0,"gradually","easing",0,"overnight",",",6,45
"31Mar2001_14.prn","3","wind10M",0,6,247.50,28,32,0,0,0,0,0,,,0,,,0,
"31Mar2001_14.prn","3","wind10M",1,24,202.50,18,22,0,0,0,0,0,"gradually","easing and backing",0,,,4,
"31Mar2001_14.prn","4","wind10M",0,0,202.50,18,22,0,0,0,0,0,,,0,,,0,
"31Mar2001_14.prn","4","wind10M",1,-99,168.75,18,22,0,0,1,0,0,,"backing",0,,,4,
"31Mar2002_02.prn","2","wind10M",0,6,168.75,15,18,0,0,0,0,0,,,0,,,0,
"31Mar2002_02.prn","2","wind10M",1,-99,168.75,20,25,0,0,0,0,0,,"increasing",0,,,4,
"31Mar2002_02.prn","2","wind10M",2,18,202.50,12,15,0,0,0,0,0,,"veering",0,"by evening",",",7,
"31Mar2002_02.prn","2","wind10M",3,24,180.00,20,25,0,0,0,0,0,,"increasing",0,"later",",",14,
"31Mar2002_02.prn","3","wind10M",0,0,180.00,20,25,0,0,0,0,0,,,0,,,0,
"31Mar2002_02.prn","3","wind10M",1,3,168.75,25,30,0,0,0,0,0,,"increasing",0,"soon",,3,
"31Mar2002_02.prn","3","wind10M",2,24,202.50,18,22,0,0,0,0,0,,"veering",0,"later",",",9,
"31Mar2002_02.prn","4","wind10M",0,0,202.50,18,22,0,0,0,0,0,,,0,,,0,
"31Mar2002_02.prn","4","wind10M",1,24,180.00,12,16,0,0,0,0,0,"gradually","easing",0,,,4,
"31Mar2002_14.prn","2","wind10M",0,15,168.75,14,18,0,0,0,0,0,,,0,,,0,
"31Mar2002_14.prn","2","wind10M",1,21,168.75,18,22,0,0,0,0,0,,"rising",0,"evening",,4,
"31Mar2002_14.prn","2","wind10M",2,3,168.75,26,30,0,0,0,0,0,,"rising",1,"after midnight","and",9,
"31Mar2002_14.prn","3","wind10M",0,6,168.75,26,30,0,0,0,0,0,,,0,,,0,
"31Mar2002_14.prn","3","wind10M",1,15,168.75,30,34,0,0,0,0,0,,"rising",0,"in afternoon",,4,
"31Mar2002_14.prn","3","wind10M",2,24,202.50,20,24,0,0,0,0,0,,"veering",0,"by late evening",",",10,
"31Mar2002_14.prn","4","wind10M",0,0,202.50,20,24,0,0,0,0,0,,,0,,,0,
"31Mar2002_14.prn","4","wind10M",1,12,180.00,10,14,0,0,0,0,0,,"backing",0,"by midday",,3,
"31Mar2002_14.prn","4","wind10M",2,24,157.50,18,22,0,0,0,0,0,,"backing",0,"later in evening","then",9,
"31May2001_16.prn","2","wind10M",0,15,247.50,10,14,0,0,0,0,0,,,0,,,0,
"31May2001_16.prn","2","wind10M",1,21,202.50,18,22,0,0,0,0,0,,"backing",0,"evening",,3,
"31May2001_16.prn","2","wind10M",2,3,292.50,18,22,0,0,0,0,0,,"veering",0,"after midnight","then",9,
"31May2001_16.prn","2","wind10M",3,6,292.50,22,26,0,0,0,0,0,,"rising",0,"later","and",14,
"31May2001_16.prn","3","wind10M",0,6,292.50,22,26,0,0,0,1,1,,,0,,,0,36
"31May2001_16.prn","4","wind10M",0,0,292.50,22,26,0,0,0,0,0,,,0,,,0,
"31May2001_16.prn","4","wind10M",1,3,337.50,30,34,0,0,0,1,0,,"veering",0,"soon",,3,45
"31Oct2000_02.prn","2","wind10M",0,6,0.00,30,34,0,0,0,1,0,,,0,,,0,45
"31Oct2000_02.prn","2","wind10M",1,12,292.50,40,45,0,0,0,1,0,,"backing",0,"by midday",,5,60
"31Oct2000_02.prn","2","wind10M",2,24,247.50,26,30,0,0,0,1,0,,"backing",1,"by late evening","then",14,38
"31Oct2000_02.prn","3","wind10M",0,0,247.50,26,30,0,0,0,1,0,,,0,,,0,38
"31Oct2000_02.prn","3","wind10M",1,15,180.00,8,12,0,0,0,0,0,,"backing",0,"by mid afternoon",,5,
"31Oct2000_02.prn","3","wind10M",2,18,202.50,8,12,0,0,0,0,0,,"veering",0,"by evening","then",12,
"31Oct2000_02.prn","4","wind10M",0,0,202.50,8,12,0,0,0,0,0,,,0,,,0,
"31Oct2000_02.prn","4","wind10M",1,-99,157.50,2,6,0,0,0,0,0,,"backing",0,,,3,
"31Oct2000_02.prn","4","wind10M",2,18,157.50,10,14,0,0,0,0,0,,"increasing",0,"by evening","then",7,
"31Oct2000_14.prn","2","wind10M",0,15,292.50,18,22,0,0,0,0,0,,,0,,,0,
"31Oct2000_14.prn","2","wind10M",1,-99,247.50,22,28,0,0,1,1,0,,"backing",0,,,4,38
"31Oct2000_14.prn","2","wind10M",2,6,225.00,18,22,0,0,0,0,0,,,0,"later",".",16,
"31Oct2000_14.prn","3","wind10M",0,6,225.00,18,22,0,0,0,0,0,,,0,,,0,
"31Oct2000_14.prn","3","wind10M",1,9,202.50,10,15,0,0,0,0,0,,,0,"soon",,3,
"31Oct2000_14.prn","3","wind10M",2,24,337.50,0,10,0,0,0,0,0,,"veering",0,"later","then",8,
"31Oct2000_14.prn","4","wind10M",0,0,337.50,0,10,0,0,0,0,0,,,0,,,0,
"31Oct2000_14.prn","4","wind10M",1,-99,-99.00,0,10,0,0,0,0,0,,"becoming",0,,,5,
"31Oct2000_14.prn","4","wind10M",2,24,67.50,8,12,0,0,0,0,0,,"becoming",1,"later","and",7,
"31Oct2001_02.prn","2","wind10M",0,6,337.50,15,20,0,0,0,0,0,,,0,,,0,
"31Oct2001_02.prn","2","wind10M",1,18,337.50,30,34,0,0,0,1,0,,"increasing",0,"by evening",,3,45
"31Oct2001_02.prn","2","wind10M",2,24,315.00,28,32,0,0,0,0,0,,"backing",0,"later",",",10,
"31Oct2001_02.prn","3","wind10M",0,0,315.00,28,32,0,0,0,0,0,,,0,,,0,
"31Oct2001_02.prn","3","wind10M",1,9,270.00,5,10,0,0,0,0,0,,"backing",0,"by mid morning",,3,
"31Oct2001_02.prn","3","wind10M",2,15,202.50,16,20,0,0,0,0,0,,"backing",1,"by mid afternoon",", then",10,
"31Oct2001_02.prn","3","wind10M",3,24,247.50,25,30,0,0,0,0,0,,"veering",0,"by midnight",",",17,
"31Oct2001_02.prn","4","wind10M",0,0,247.50,25,30,0,0,0,0,0,,,0,,,0,
"31Oct2001_02.prn","4","wind10M",1,12,225.00,28,32,0,0,0,0,0,,"backing",0,"by late morning",,3,
"31Oct2001_02.prn","4","wind10M",2,12,225.00,28,32,0,0,0,0,0,,"backing",1,"from midday",",",10,
"31Oct2001_02.prn","4","wind10M",3,24,270.00,20,24,0,0,0,0,0,,"veering decreasing",0,"by midnight",,12,
"31Oct2001_13.prn","2","wind10M",0,15,337.50,28,32,0,0,0,1,0,,,0,,,0,42
"31Oct2001_13.prn","2","wind10M",1,6,315.00,15,20,0,0,0,0,0,"slowly","easing",0,,,8,
"31Oct2001_13.prn","3","wind10M",0,6,315.00,15,20,0,0,0,0,0,,,0,,,0,
"31Oct2001_13.prn","3","wind10M",1,9,270.00,0,10,0,0,0,0,0,,,0,"very soon",,3,
"31Oct2001_13.prn","3","wind10M",2,18,202.50,25,30,0,0,0,0,0,,"backing",0,"by evening","then",9,
"31Oct2001_13.prn","3","wind10M",3,24,247.50,30,35,0,0,0,1,0,,"backing",1,"later","and",17,43
"31Oct2001_13.prn","4","wind10M",0,0,247.50,30,35,0,0,0,0,0,,,0,,,0,
"31Oct2001_13.prn","4","wind10M",1,24,270.00,32,38,0,0,0,1,0,,"rising",0,,,4,50
"3Apr2001_02.prn","2","wind10M",0,6,180.00,30,35,0,0,0,1,0,,,0,,,0,45
"3Apr2001_02.prn","2","wind10M",1,12,202.50,28,32,0,0,0,0,0,,"veering",0,"by midday",,5,
"3Apr2001_02.prn","2","wind10M",2,18,225.00,34,38,0,0,0,1,0,,"veering",1,"by evening",", then",11,48
"3Apr2001_02.prn","2","wind10M",3,24,202.50,28,32,0,0,0,0,0,,"backing",0,"later",",",19,
"3Apr2001_02.prn","3","wind10M",0,0,202.50,28,32,0,0,0,0,0,,,0,,,0,
"3Apr2001_02.prn","3","wind10M",1,6,180.00,30,35,0,0,0,1,0,,"backing",0,"soon",,3,45
"3Apr2001_02.prn","3","wind10M",2,24,225.00,20,25,0,0,0,0,0,,"veering",0,"later",",",10,
"3Apr2001_02.prn","4","wind10M",0,0,225.00,20,25,0,0,0,0,0,,,0,,,0,
"3Apr2001_02.prn","4","wind10M",1,24,247.50,18,22,0,0,0,0,0,,"veering",0,,,3,
"3Apr2001_15.prn","2","wind10M",0,15,202.50,28,32,0,0,0,0,0,,,0,,,0,
"3Apr2001_15.prn","2","wind10M",1,18,180.00,32,38,0,0,0,1,0,,"rising and backing",0,"soon",,3,48
"3Apr2001_15.prn","2","wind10M",2,6,180.00,26,30,0,0,0,0,0,,"easing",0,"later in night","and",11,
"3Apr2001_15.prn","3","wind10M",0,6,180.00,26,30,0,0,0,0,0,,,0,,,0,
"3Apr2001_15.prn","3","wind10M",1,21,180.00,16,20,0,0,0,0,0,,"decreasing",0,"in evening",,3,
"3Apr2001_15.prn","4","wind10M",0,0,180.00,16,20,0,0,0,0,0,,,0,,,0,
"3Apr2001_15.prn","4","wind10M",1,9,247.50,28,32,0,0,0,1,0,,"veering",0,"in morning",,3,40
"3Apr2001_15.prn","4","wind10M",2,24,225.00,24,28,0,0,0,0,0,,"backing",0,"later in evening","then",12,
"3Apr2002_03.prn","2","wind10M",0,6,157.50,20,25,0,0,0,0,0,,,0,,,0,
"3Apr2002_03.prn","2","wind10M",1,24,157.50,26,32,0,0,0,0,0,,"increasing",0,,,4,
"3Apr2002_03.prn","3","wind10M",0,0,157.50,26,32,0,0,0,0,0,,,0,,,0,
"3Apr2002_03.prn","3","wind10M",1,24,135.00,15,18,0,0,0,0,0,"gradually","easing",0,,,4,
"3Apr2002_03.prn","4","wind10M",0,0,135.00,15,18,0,0,0,0,0,,,0,,,0,
"3Apr2002_03.prn","4","wind10M",1,24,202.50,0,8,0,0,0,0,0,,"easing",0,"later",,3,
"3Apr2002_14.prn","2","wind10M",0,15,157.50,26,30,0,0,0,0,0,,,0,,,0,
"3Apr2002_14.prn","2","wind10M",1,3,157.50,30,34,0,1,0,0,0,,"rising",0,"later tonight",,3,
"3Apr2002_14.prn","3","wind10M",0,6,157.50,26,30,0,0,0,0,0,,,0,,,0,
"3Apr2002_14.prn","3","wind10M",1,-99,157.50,30,34,0,1,0,0,0,,,0,,,3,
"3Apr2002_14.prn","3","wind10M",2,15,157.50,16,20,0,0,0,0,0,,"decreasing",0,"during afternoon",,8,
"3Apr2002_14.prn","4","wind10M",0,0,180.00,16,20,0,0,0,0,0,,,0,,,0,
"3Apr2002_14.prn","4","wind10M",1,24,180.00,0,10,0,0,0,0,0,,"decreasing",0,"later",,3,
"3Aug2000_14.prn","2","wind10M",0,15,337.50,0,10,0,0,0,0,0,,,0,,,0,
"3Aug2000_14.prn","2","wind10M",1,6,225.00,18,22,0,0,0,0,0,,"backing",0,"by morning",,5,
"3Aug2000_14.prn","3","wind10M",0,6,225.00,18,22,0,0,0,0,0,,,0,,,0,
"3Aug2000_14.prn","3","wind10M",1,21,247.50,10,15,0,0,0,0,0,"gradually","easing veering",0,"by mid evening",,3,
"3Aug2000_14.prn","4","wind10M",0,0,247.50,10,15,0,0,0,0,0,,,0,,,0,
"3Aug2000_14.prn","4","wind10M",1,6,247.50,12,18,0,0,0,0,0,,"freshening",0,"soon",,4,
"3Aug2000_14.prn","4","wind10M",2,12,225.00,12,18,0,0,0,0,0,,"backing",0,"by midday",",",8,
"3Aug2000_14.prn","4","wind10M",3,24,247.50,10,15,0,0,0,0,0,,"veering",0,"later",",",12,
"3Aug2001_02.prn","2","wind10M",0,6,157.50,20,25,0,0,0,0,0,,,0,,,0,
"3Aug2001_02.prn","2","wind10M",1,12,123.75,10,15,0,0,0,0,0,,"backing",0,"by afternoon",,3,
"3Aug2001_02.prn","2","wind10M",2,18,0.00,0,8,0,0,0,0,0,,"backing",1,"by evening",", then",10,
"3Aug2001_02.prn","2","wind10M",3,24,281.25,10,14,0,0,0,0,0,,"backing",1,"by midnight",", and",17,
"3Aug2001_02.prn","3","wind10M",0,0,281.25,10,14,0,0,0,0,0,,,0,,,0,
"3Aug2001_02.prn","3","wind10M",1,12,225.00,12,18,0,0,0,0,0,,"backing",0,"by midday",,4,
"3Aug2001_02.prn","3","wind10M",2,24,202.50,15,20,0,0,0,1,1,,"backing",1,"by midnight",", then",10,30
"3Aug2001_02.prn","4","wind10M",0,0,202.50,15,20,0,0,0,1,1,,,0,,,0,30
"3Aug2001_02.prn","4","wind10M",1,12,202.50,15,20,0,0,0,1,1,,,0,"from midday",",",7,30
"3Aug2001_02.prn","4","wind10M",2,24,225.00,8,12,0,0,0,0,0,,"veering and easing",0,"by end of period",,9,
"3Aug2001_15.prn","2","wind10M",0,15,157.50,14,18,0,0,0,0,0,,,0,,,0,
"3Aug2001_15.prn","2","wind10M",1,18,-99.00,5,10,0,0,0,0,0,,"becoming",0,"soon",,3,
"3Aug2001_15.prn","2","wind10M",2,24,292.50,10,14,0,0,0,0,0,,"becoming",1,"by late evening","then",8,
"3Aug2001_15.prn","3","wind10M",0,6,292.50,10,14,0,0,0,0,0,,,0,,,0,
"3Aug2001_15.prn","3","wind10M",1,12,225.00,10,14,0,0,0,0,0,,"backing",0,"by afternoon",,3,
"3Aug2001_15.prn","4","wind10M",0,0,225.00,10,14,0,0,0,0,0,,,0,,,0,
"3Aug2001_15.prn","4","wind10M",1,9,202.50,5,10,0,0,0,0,0,,"backing",0,"in morning",,3,
"3Dec2000_02.prn","2","wind10M",0,6,191.25,36,40,0,0,0,1,0,,,0,,,0,50
"3Dec2000_02.prn","2","wind10M",1,24,191.25,24,28,0,0,0,1,0,"slowly","easing",0,"by late evening",,6,36
"3Dec2000_02.prn","3","wind10M",0,0,202.50,24,28,0,0,0,1,0,,,0,,,0,36
"3Dec2000_02.prn","3","wind10M",1,3,168.75,20,24,0,0,0,0,0,,,0,"soon",,5,
"3Dec2000_02.prn","3","wind10M",2,15,191.25,28,32,0,0,0,0,0,,"increasing",0,"by mid afternoon","then",10,
"3Dec2000_02.prn","3","wind10M",3,24,191.25,22,26,0,0,0,0,0,,"easing",0,"late evening",",",19,
"3Dec2000_02.prn","4","wind10M",0,0,202.50,22,26,0,0,0,0,0,,,0,,,0,
"3Dec2000_02.prn","4","wind10M",1,3,202.50,14,18,0,0,0,0,0,,,0,"soon",,3,
"3Dec2000_02.prn","4","wind10M",2,18,180.00,26,30,0,0,0,0,0,,"backing",0,"by evening","then",6,
"3Dec2000_14.prn","2","wind10M",0,15,202.50,20,25,0,0,0,0,0,,,0,,,0,
"3Dec2000_14.prn","2","wind10M",1,6,180.00,25,30,0,0,0,1,0,"steadily","rising",0,,,4,38
"3Dec2000_14.prn","3","wind10M",0,6,180.00,25,30,0,0,0,0,0,,,0,,,0,
"3Dec2000_14.prn","3","wind10M",1,18,180.00,35,40,0,0,0,1,0,,"becoming",0,"by evening",,3,50
"3Dec2000_14.prn","3","wind10M",2,24,180.00,30,35,0,0,0,0,0,,"easing",0,"later",".",12,
"3Dec2000_14.prn","4","wind10M",0,0,180.00,30,35,0,0,0,1,0,,,0,,,0,45
"3Dec2000_14.prn","4","wind10M",1,12,180.00,22,28,0,0,0,0,0,,"falling",0,"by midday",,5,
"3Dec2000_14.prn","4","wind10M",2,24,157.50,25,30,0,0,0,0,0,,"backing",0,"later",".",10,
"3Dec2001_05.prn","2","wind10M",0,6,180.00,28,32,0,0,0,0,0,,,0,,,0,
"3Dec2001_05.prn","2","wind10M",1,24,157.50,40,45,0,0,0,1,0,,"rising",0,"later",,3,60
"3Dec2001_05.prn","3","wind10M",0,0,157.50,40,45,0,0,0,1,0,,,0,,,0,60
"3Dec2001_05.prn","3","wind10M",1,15,247.50,20,25,0,0,0,0,0,,"veering",0,"in afternoon",,6,
"3Dec2001_05.prn","3","wind10M",2,24,292.50,20,25,0,0,0,0,0,,"veering",0,"later",".",14,
"3Dec2001_05.prn","4","wind10M",0,0,292.50,20,25,0,0,0,0,0,,,0,,,0,
"3Dec2001_05.prn","4","wind10M",1,-99,247.50,0,10,0,0,0,0,0,,"easing",0,,,4,
"3Dec2001_05.prn","4","wind10M",2,24,180.00,18,22,0,0,0,0,0,,"easing",1,"later","and",10,
"3Dec2001_13.prn","2","wind10M",0,15,157.50,32,36,0,0,0,0,0,,,0,,,0,
"3Dec2001_13.prn","2","wind10M",1,24,157.50,40,45,0,0,0,1,0,,"rising",0,"by midnight",,3,60
"3Dec2001_13.prn","3","wind10M",0,6,157.50,40,45,0,0,0,1,0,,,0,,,0,60
"3Dec2001_13.prn","3","wind10M",1,12,247.50,26,30,0,0,0,0,0,,"veering",0,"early afternoon",,5,
"3Dec2001_13.prn","3","wind10M",2,18,292.50,22,26,0,0,0,0,0,,"veering",1,"by evening","then",11,
"3Dec2001_13.prn","3","wind10M",3,24,292.50,16,20,0,0,0,0,0,,"easing",0,"later",",",17,
"3Dec2001_13.prn","4","wind10M",0,0,292.50,16,20,0,0,0,0,0,,,0,,,0,
"3Dec2001_13.prn","4","wind10M",1,12,-99.00,0,10,0,0,0,0,0,,"becoming",0,"by midday",,3,
"3Feb2002_03.prn","2","wind10M",0,6,202.50,32,36,0,0,0,1,0,,,0,,,0,45
"3Feb2002_03.prn","2","wind10M",1,24,225.00,6,10,0,0,0,0,0,"gradually","decreasing",0,"by late evening",,5,
"3Feb2002_03.prn","3","wind10M",0,0,236.25,6,10,0,0,0,0,0,,,0,,,0,
"3Feb2002_03.prn","3","wind10M",1,24,191.25,38,42,0,0,0,0,0,,"backing",0,"by late evening",,4,
"3Feb2002_03.prn","4","wind10M",0,0,191.25,38,42,0,0,0,0,0,,,0,,,0,
"3Feb2002_03.prn","4","wind10M",1,24,-99.00,6,10,0,0,0,0,0,"gradually","decreasing",0,"by late evening",,4,
"3Feb2002_13.prn","2","wind10M",0,15,157.50,15,20,0,0,0,0,0,,,0,,,0,
"3Feb2002_13.prn","2","wind10M",1,6,247.50,22,28,0,0,0,1,0,,"increasing and veering",0,"later",,4,38
"3Feb2002_13.prn","3","wind10M",0,6,247.50,22,28,0,0,0,0,0,,,0,,,0,
"3Feb2002_13.prn","3","wind10M",1,18,168.75,38,42,0,0,0,1,0,,"backing",0,"by evening",,4,55
"3Feb2002_13.prn","4","wind10M",0,0,168.75,38,42,0,0,0,1,0,,,0,,,0,55
"3Feb2002_13.prn","4","wind10M",1,24,202.50,12,18,0,0,0,0,0,"gradually","easing",0,,,6,
"3Jan2001_00.prn","2","wind10M",0,6,146.25,25,30,0,0,0,0,0,,,0,,,0,
"3Jan2001_00.prn","2","wind10M",1,12,146.25,28,32,0,0,0,0,0,,"increasing",0,"by midday",,4,
"3Jan2001_00.prn","2","wind10M",2,24,180.00,25,30,0,0,0,0,0,,"veering easing",0,"by late evening",", then",9,
"3Jan2001_00.prn","3","wind10M",0,0,180.00,25,30,0,0,0,0,0,,,0,,,0,
"3Jan2001_00.prn","3","wind10M",1,18,157.50,16,22,0,0,0,0,0,,"backing",0,"by early evening",,3,
"3Jan2001_00.prn","3","wind10M",2,24,135.00,28,32,0,0,0,1,0,,"backing",1,"by late evening",", then",10,42
"3Jan2001_00.prn","4","wind10M",0,0,135.00,28,32,0,0,0,1,0,,,0,,,0,42
"3Jan2001_00.prn","4","wind10M",1,12,135.00,12,18,0,0,0,0,0,,"decreasing",0,"by midday",,5,
"3Jan2001_00.prn","4","wind10M",2,21,180.00,12,16,0,0,0,0,0,,"veering",0,"during evening",", then",10,
"3Jan2001_14.prn","2","wind10M",0,15,112.50,20,25,0,0,0,0,0,,,0,,,0,
"3Jan2001_14.prn","2","wind10M",1,18,202.50,15,20,0,0,0,0,0,,"veering",0,"very soon",,4,
"3Jan2001_14.prn","2","wind10M",2,24,202.50,22,28,0,0,0,0,0,,"rising",0,"by midnight","then",11,
"3Jan2001_14.prn","2","wind10M",3,6,180.00,22,28,0,0,0,0,0,,"backing",0,"later",".",17,
"3Jan2001_14.prn","3","wind10M",0,6,180.00,22,28,0,0,0,0,0,,,0,,,0,
"3Jan2001_14.prn","3","wind10M",1,9,135.00,20,25,0,0,0,0,0,,,0,"soon",,3,
"3Jan2001_14.prn","3","wind10M",2,18,112.50,22,28,0,0,0,0,0,,"backing",0,"by evening","then",7,
"3Jan2001_14.prn","3","wind10M",3,24,157.50,15,20,0,0,0,0,0,,"veering",0,"later",".",15,
"3Jan2001_14.prn","4","wind10M",0,0,157.50,15,20,0,0,0,0,0,,,0,,,0,
"3Jan2001_14.prn","4","wind10M",1,12,157.50,20,25,0,0,0,0,0,,"rising",0,"by midday",,4,
"3Jan2001_14.prn","4","wind10M",2,24,157.50,8,12,0,0,0,0,0,,"easing",0,"later",".",9,
"3Jan2002_02.prn","2","wind10M",0,6,202.50,30,34,0,0,0,0,0,,,0,,,0,
"3Jan2002_02.prn","3","wind10M",0,0,191.25,28,32,0,0,0,0,0,,,0,,,0,
