"filename","ftime","timetext","winddir","windspeed","gust10m","gust50m","sigwave","waveperiod","swelldir","swellheight","swellperiod"
"6Mar2001_14.tab",8/3/2001 12:00:00,"08/12","SSE",18,22,28,3.70,5.90,"SSE",3.20,10
"6Mar2001_14.tab",8/3/2001 15:00:00,"08/15","S",16,20,24,3.20,5.10,"SSE",2.80,10
"6Mar2001_14.tab",8/3/2001 18:00:00,"08/18","S",17,21,26,2.60,4.20,"SSE",2.10,9
"6Mar2001_14.tab",8/3/2001 21:00:00,"08/21","S",22,27,34,2.50,4.00,"S",1.40,9
"6Mar2001_14.tab",9/3/2001 00:00:00,"09/00","SSE",28,35,43,2.90,4.60,"S",0.70,11
"6Mar2001_14.tab",9/3/2001 03:00:00,"09/03","SSE",29,36,45,3.50,5.60,"SSE",0.50,11
"6Mar2001_14.tab",9/3/2001 06:00:00,"09/06","SSE",30,37,46,4.10,6.60,"SSE",0.50,11
"6Mar2001_14.tab",9/3/2001 09:00:00,"09/09","SSE",33,41,51,4.80,7.70,"SSE",0.50,12
"6Mar2001_14.tab",9/3/2001 12:00:00,"09/12","SSE",36,45,56,5.60,9.00,"SSE",0.40,12
"6Mar2002_03.tab",6/3/2002 06:00:00,"06/06","SSE",12,15,18,4.80,7.60,"NW",4.30,13
"6Mar2002_03.tab",6/3/2002 09:00:00,"06/09","WNW",16,20,25,4.60,7.30,"NW",4.30,13
"6Mar2002_03.tab",6/3/2002 12:00:00,"06/12","NNW",20,25,31,4.80,7.60,"NW",4.50,13
"6Mar2002_03.tab",6/3/2002 15:00:00,"06/15","NNW",22,27,33,5.00,8.00,"NW",4.60,13
"6Mar2002_03.tab",6/3/2002 18:00:00,"06/18","NNW",20,25,31,5.20,8.30,"NW",4.70,13
"6Mar2002_03.tab",6/3/2002 21:00:00,"06/21","NNW",20,25,31,5.50,8.80,"NW",4.60,13
"6Mar2002_03.tab",7/3/2002 00:00:00,"07/00","NW",22,27,33,5.50,8.80,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 03:00:00,"07/03","NW",24,30,37,5.50,8.80,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 06:00:00,"07/06","NW",26,32,40,5.70,9.10,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 09:00:00,"07/09","NW",28,35,43,5.80,9.20,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 12:00:00,"07/12","NW",26,32,40,6.00,9.60,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 15:00:00,"07/15","NW",22,27,33,6.00,9.60,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 18:00:00,"07/18","WNW",20,25,31,5.60,8.90,"NW",4.50,13
"6Mar2002_03.tab",7/3/2002 21:00:00,"07/21","W",18,22,27,5.20,8.30,"NW",4.40,13
"6Mar2002_03.tab",8/3/2002 00:00:00,"08/00","WSW",14,17,21,4.80,7.60,"NW",4.20,13
"6Mar2002_03.tab",8/3/2002 03:00:00,"08/03","WSW",18,22,27,4.50,7.20,"NW",4.00,13
"6Mar2002_03.tab",8/3/2002 06:00:00,"08/06","SW",16,20,24,4.30,6.80,"NW",3.90,13
"6Mar2002_03.tab",8/3/2002 09:00:00,"08/09","SSE",14,17,21,4.20,6.70,"WNW",3.90,13
"6Mar2002_03.tab",8/3/2002 12:00:00,"08/12","SSW",10,12,15,4.10,6.60,"WNW",3.90,11
"6Mar2002_03.tab",8/3/2002 15:00:00,"08/15","SSW",14,17,21,4.10,6.60,"WNW",3.90,11
"6Mar2002_03.tab",8/3/2002 18:00:00,"08/18","SSW",16,20,25,4.10,6.60,"WNW",3.80,11
"6Mar2002_03.tab",8/3/2002 21:00:00,"08/21","SW",18,22,27,4.20,6.70,"WNW",3.70,11
"6Mar2002_03.tab",9/3/2002 00:00:00,"09/00","WSW",22,27,33,4.20,6.70,"W",3.30,11
"6Mar2002_14.tab",6/3/2002 18:00:00,"06/18","NNE",10,12,15,4.80,7.70,"NW",4.70,13
"6Mar2002_14.tab",6/3/2002 21:00:00,"06/21","N",8,10,12,4.70,7.50,"NW",4.60,13
"6Mar2002_14.tab",7/3/2002 00:00:00,"07/00","N",9,11,14,4.70,7.50,"NW",4.60,13
"6Mar2002_14.tab",7/3/2002 03:00:00,"07/03","NNW",11,13,17,4.70,7.50,"NW",4.60,13
"6Mar2002_14.tab",7/3/2002 06:00:00,"07/06","NW",15,18,23,4.70,7.50,"NW",4.50,13
"6Mar2002_14.tab",7/3/2002 09:00:00,"07/09","NW",16,20,24,4.70,7.50,"WNW",4.40,13
"6Mar2002_14.tab",7/3/2002 12:00:00,"07/12","NW",17,21,26,4.80,7.70,"WNW",4.50,13
"6Mar2002_14.tab",7/3/2002 15:00:00,"07/15","NW",16,20,24,4.90,7.80,"WNW",4.60,13
"6Mar2002_14.tab",7/3/2002 18:00:00,"07/18","NW",16,20,24,5.00,8.00,"WNW",4.80,13
"6Mar2002_14.tab",7/3/2002 21:00:00,"07/21","WNW",11,13,17,4.90,7.80,"WNW",4.80,13
"6Mar2002_14.tab",8/3/2002 00:00:00,"08/00","WNW",7,8,10,4.80,7.70,"WNW",4.70,13
"6Mar2002_14.tab",8/3/2002 03:00:00,"08/03","W",7,8,10,4.70,7.50,"WNW",4.60,13
"6Mar2002_14.tab",8/3/2002 06:00:00,"08/06","S",8,10,12,4.60,7.40,"WNW",4.50,13
"6Mar2002_14.tab",8/3/2002 09:00:00,"08/09","SSE",14,17,21,4.50,7.20,"WNW",4.40,13
"6Mar2002_14.tab",8/3/2002 12:00:00,"08/12","SSW",14,17,21,4.40,7.00,"WNW",4.20,11
"6Mar2002_14.tab",8/3/2002 15:00:00,"08/15","SW",14,17,21,4.30,6.90,"WNW",3.90,11
"6Mar2002_14.tab",8/3/2002 18:00:00,"08/18","WSW",18,22,28,4.20,6.70,"WNW",3.60,11
"6Mar2002_14.tab",8/3/2002 21:00:00,"08/21","WSW",23,28,35,4.10,6.60,"WNW",3.20,10
"6Mar2002_14.tab",9/3/2002 00:00:00,"09/00","WSW",28,35,43,4.20,6.70,"WNW",3.00,10
"6Mar2002_14.tab",9/3/2002 03:00:00,"09/03","WSW",28,35,43,4.10,6.60,"W",2.70,11
"6Mar2002_14.tab",9/3/2002 06:00:00,"09/06","W",27,33,42,4.00,6.40,"W",2.40,13
"6Mar2002_14.tab",9/3/2002 09:00:00,"09/09","WSW",25,31,39,4.00,6.40,"W",2.70,11
"6Mar2002_14.tab",9/3/2002 12:00:00,"09/12","WSW",25,31,39,4.00,6.40,"W",3.00,11
"6May2001_03.tab",6/5/2001 07:00:00,"06/06","SW",8,10,12,1.50,2.40,"NW",1.40,9
"6May2001_03.tab",6/5/2001 10:00:00,"06/09","SW",6,7,8,1.40,2.20,"NW",1.30,9
"6May2001_03.tab",6/5/2001 13:00:00,"06/12","SW",6,7,8,1.40,2.20,"NW",1.30,9
"6May2001_03.tab",6/5/2001 16:00:00,"06/15","SW",4,5,6,1.30,2.00,"NW",1.20,8
"6May2001_03.tab",6/5/2001 19:00:00,"06/18","WSW",4,5,6,1.20,1.90,"NW",1.10,8
"6May2001_03.tab",6/5/2001 22:00:00,"06/21","WSW",4,5,6,1.10,1.80,"NW",1.10,8
"6May2001_03.tab",7/5/2001 01:00:00,"07/00","WSW",4,5,6,1.00,1.60,"NW",1.00,8
"6May2001_03.tab",7/5/2001 04:00:00,"07/03","WSW",4,5,6,1.00,1.60,"WNW",1.00,8
"6May2001_03.tab",7/5/2001 07:00:00,"07/06","WSW",4,5,6,0.90,1.40,"WNW",0.90,8
"6May2001_03.tab",7/5/2001 10:00:00,"07/09","SW",4,5,6,0.80,1.30,"WNW",0.80,8
"6May2001_03.tab",7/5/2001 13:00:00,"07/12","SSW",3,3,4,0.80,1.30,"WNW",0.80,8
"6May2001_03.tab",7/5/2001 16:00:00,"07/15","SSW",4,5,6,0.70,1.10,"WNW",0.70,8
"6May2001_03.tab",7/5/2001 19:00:00,"07/18","SSW",6,7,9,0.70,1.10,"WNW",0.60,7
"6May2001_03.tab",7/5/2001 22:00:00,"07/21","SSW",7,8,10,0.60,1.00,"W",0.60,7
"6May2001_03.tab",8/5/2001 01:00:00,"08/00","SSW",8,10,12,0.60,1.00,"W",0.50,7
"6May2001_03.tab",8/5/2001 04:00:00,"08/03","SSW",10,12,15,0.70,1.10,"W",0.40,7
"6May2001_03.tab",8/5/2001 07:00:00,"08/06","SSW",11,13,17,0.80,1.30,"W",0.40,7
"6May2001_03.tab",8/5/2001 10:00:00,"08/09","SW",12,15,18,0.90,1.40,"WSW",0.50,8
"6May2001_03.tab",8/5/2001 13:00:00,"08/12","SW",12,15,18,1.00,1.60,"WSW",0.50,8
"6May2001_03.tab",8/5/2001 16:00:00,"08/15","WSW",10,12,15,0.60,1.00,"WSW",0.50,9
"6May2001_03.tab",8/5/2001 19:00:00,"08/18","WNW",8,10,12,0.70,1.10,"WSW",0.60,9
"6May2001_03.tab",8/5/2001 22:00:00,"08/21","NW",8,10,12,0.80,1.30,"WSW",0.80,10
"6May2001_03.tab",9/5/2001 01:00:00,"09/00","NNW",8,10,12,1.00,1.60,"WSW",0.90,10
"6May2001_13.tab",6/5/2001 19:00:00,"06/18","WSW",3,3,3,1.10,1.80,"NW",1.10,7
"6May2001_13.tab",6/5/2001 22:00:00,"06/21","WSW",3,3,3,1.10,1.80,"NW",1.10,7
"6May2001_13.tab",7/5/2001 01:00:00,"07/00","W",2,2,2,1.00,1.60,"NW",1.00,7
"6May2001_13.tab",7/5/2001 04:00:00,"07/03","W",2,2,2,1.00,1.60,"NW",1.00,7
"6May2001_13.tab",7/5/2001 07:00:00,"07/06","WSW",2,2,2,0.90,1.40,"WNW",0.90,7
"6May2001_13.tab",7/5/2001 10:00:00,"07/09","SW",2,2,2,0.80,1.30,"WNW",0.80,7
"6May2001_13.tab",7/5/2001 13:00:00,"07/12","SSW",2,2,2,0.80,1.30,"WNW",0.80,7
"6May2001_13.tab",7/5/2001 16:00:00,"07/15","S",2,2,2,0.70,1.10,"WNW",0.70,7
"6May2001_13.tab",7/5/2001 19:00:00,"07/18","SSW",2,2,3,0.60,1.00,"WNW",0.60,7
"6May2001_13.tab",7/5/2001 22:00:00,"07/21","SSW",4,5,6,0.60,1.00,"WNW",0.60,7
"6May2001_13.tab",8/5/2001 01:00:00,"08/00","SSW",6,7,9,0.50,0.80,"W",0.50,7
"6May2001_13.tab",8/5/2001 04:00:00,"08/03","SSW",8,10,12,0.60,1.00,"W",0.50,6
"6May2001_13.tab",8/5/2001 07:00:00,"08/06","SSW",9,11,14,0.60,1.00,"W",0.40,6
"6May2001_13.tab",8/5/2001 10:00:00,"08/09","SSW",11,13,17,0.80,1.30,"WSW",0.40,6
"6May2001_13.tab",8/5/2001 13:00:00,"08/12","SSW",12,15,18,0.90,1.40,"WSW",0.40,6
"6May2001_13.tab",8/5/2001 16:00:00,"08/15","SW",10,12,15,1.00,1.60,"WSW",0.50,6
"6May2001_13.tab",8/5/2001 19:00:00,"08/18","WSW",8,10,12,1.00,1.60,"WSW",0.60,6
"6May2001_13.tab",8/5/2001 22:00:00,"08/21","WNW",6,7,8,1.00,1.60,"WSW",0.80,6
"6May2001_13.tab",9/5/2001 01:00:00,"09/00","NNW",4,5,6,0.90,1.40,"WSW",0.90,7
"6May2001_13.tab",9/5/2001 04:00:00,"09/03","NNW",3,3,4,1.10,1.80,"WSW",1.10,7
"6May2001_13.tab",9/5/2001 07:00:00,"09/06","N",2,2,3,1.20,1.90,"WSW",1.20,7
"6May2001_13.tab",9/5/2001 10:00:00,"09/09","NNE",1,1,1,1.30,2.10,"WSW",1.30,8
"6May2001_13.tab",9/5/2001 13:00:00,"09/12","ENE",1,1,1,1.40,2.20,"WSW",1.40,8
"6May2002_02.tab",6/5/2002 07:00:00,"06/06","ENE",8,10,12,1.80,2.80,"NNW",1.70,8
"6May2002_02.tab",6/5/2002 10:00:00,"06/09","SE",6,7,8,1.80,2.80,"NNW",1.70,8
"6May2002_02.tab",6/5/2002 13:00:00,"06/12","SSE",4,5,6,1.70,2.70,"NNW",1.70,8
"6May2002_02.tab",6/5/2002 16:00:00,"06/15","S",2,2,3,1.60,2.60,"NNW",1.60,8
"6May2002_02.tab",6/5/2002 19:00:00,"06/18","SSW",4,5,6,1.60,2.60,"NNW",1.60,8
"6May2002_02.tab",6/5/2002 22:00:00,"06/21","SW",5,6,7,1.60,2.60,"NNW",1.60,8
"6May2002_02.tab",7/5/2002 01:00:00,"07/00","SW",6,7,9,1.50,2.40,"NNW",1.40,7
"6May2002_02.tab",7/5/2002 04:00:00,"07/03","SW",7,8,10,1.40,2.20,"NNW",1.30,7
"6May2002_02.tab",7/5/2002 07:00:00,"07/06","SW",8,10,12,1.30,2.10,"NW",1.10,7
"6May2002_02.tab",7/5/2002 10:00:00,"07/09","SW",9,11,14,1.20,1.90,"NW",1.00,7
"6May2002_02.tab",7/5/2002 13:00:00,"07/12","SW",9,11,14,1.10,1.80,"WNW",0.90,7
"6May2002_02.tab",7/5/2002 16:00:00,"07/15","SW",7,8,10,1.00,1.60,"W",0.80,8
"6May2002_02.tab",7/5/2002 19:00:00,"07/18","SW",5,6,7,1.00,1.60,"W",0.90,8
"6May2002_02.tab",7/5/2002 22:00:00,"07/21","WSW",3,3,4,1.00,1.60,"WSW",1.00,8
"6May2002_02.tab",8/5/2002 01:00:00,"08/00","VAR",2,2,2,1.10,1.80,"WSW",1.10,8
"6May2002_02.tab",8/5/2002 04:00:00,"08/03","VAR",4,5,6,1.20,1.90,"WSW",1.20,9
"6May2002_02.tab",8/5/2002 07:00:00,"08/06","NE",6,7,9,1.30,2.10,"WSW",1.20,9
"6May2002_02.tab",8/5/2002 10:00:00,"08/09","NE",7,8,10,1.40,2.20,"WSW",1.30,9
"6May2002_02.tab",8/5/2002 13:00:00,"08/12","NE",9,11,14,1.50,2.40,"WSW",1.40,9
"6May2002_02.tab",8/5/2002 16:00:00,"08/15","NE",8,10,12,1.60,2.60,"WSW",1.40,10
"6May2002_02.tab",8/5/2002 19:00:00,"08/18","NE",8,10,12,1.70,2.70,"WSW",1.50,10
"6May2002_02.tab",8/5/2002 22:00:00,"08/21","NE",8,10,12,1.70,2.70,"WSW",1.60,10
"6May2002_02.tab",9/5/2002 01:00:00,"09/00","NE",8,10,12,1.80,2.90,"WSW",1.70,10
"6May2002_13.tab",6/5/2002 19:00:00,"06/18","VR",3,3,4,1.30,2.00,"NNW",1.30,7
"6May2002_13.tab",6/5/2002 22:00:00,"06/21","SSW",4,5,6,1.40,2.20,"NNW",1.40,7
"6May2002_13.tab",7/5/2002 01:00:00,"07/00","SW",5,6,7,1.50,2.40,"NNW",1.50,7
"6May2002_13.tab",7/5/2002 04:00:00,"07/03","SW",6,7,9,1.40,2.20,"NNW",1.30,7
"6May2002_13.tab",7/5/2002 07:00:00,"07/06","SW",7,8,10,1.30,2.10,"NNW",1.20,7
"6May2002_13.tab",7/5/2002 10:00:00,"07/09","SW",8,10,12,1.20,1.90,"NNW",1.10,7
"6May2002_13.tab",7/5/2002 13:00:00,"07/12","WSW",8,10,12,1.10,1.80,"CN",1.00,
"6May2002_13.tab",7/5/2002 16:00:00,"07/15","WSW",5,6,7,1.00,1.60,"CN",0.90,
"6May2002_13.tab",7/5/2002 19:00:00,"07/18","W",3,3,4,1.00,1.60,"W",0.90,10
"6May2002_13.tab",7/5/2002 22:00:00,"07/21","NNW",3,3,4,1.00,1.60,"W",0.90,10
"6May2002_13.tab",8/5/2002 01:00:00,"08/00","NNE",6,7,9,1.10,1.80,"W",1.00,10
"6May2002_13.tab",8/5/2002 04:00:00,"08/03","NNE",7,8,10,1.30,2.10,"W",1.20,10
"6May2002_13.tab",8/5/2002 07:00:00,"08/06","NE",8,10,12,1.50,2.40,"W",1.30,11
"6May2002_13.tab",8/5/2002 10:00:00,"08/09","NE",11,13,17,1.70,2.70,"W",1.40,11
"6May2002_13.tab",8/5/2002 13:00:00,"08/12","NE",13,16,20,1.90,3.00,"W",1.60,11
"6May2002_13.tab",8/5/2002 16:00:00,"08/15","NE",12,15,18,2.10,3.40,"W",1.80,11
"6May2002_13.tab",8/5/2002 19:00:00,"08/18","NE",11,13,17,2.20,3.50,"W",1.90,11
"6May2002_13.tab",8/5/2002 22:00:00,"08/21","NE",14,17,21,2.30,3.70,"W",2.10,11
"6May2002_13.tab",9/5/2002 01:00:00,"09/00","NE",12,15,18,2.40,3.80,"W",2.20,11
"6May2002_13.tab",9/5/2002 04:00:00,"09/03","NE",10,12,15,2.40,3.80,"W",2.20,11
"6May2002_13.tab",9/5/2002 07:00:00,"09/06","NE",8,10,12,2.40,3.80,"W",2.30,11
"6May2002_13.tab",9/5/2002 10:00:00,"09/09","NNE",8,10,12,2.40,3.80,"W",2.30,11
"6May2002_13.tab",9/5/2002 13:00:00,"09/12","NNE",8,10,12,2.40,3.80,"W",2.30,11
"6Nov2000_01.tab",6/11/2000 06:00:00,"06/06","SSE",12,15,18,1.80,2.90,"W",1.60,8
"6Nov2000_01.tab",6/11/2000 09:00:00,"06/09","SE",10,12,15,1.70,2.70,"W",1.60,7
"6Nov2000_01.tab",6/11/2000 12:00:00,"06/12","ESE",8,10,12,1.50,2.40,"W",1.40,7
"6Nov2000_01.tab",6/11/2000 15:00:00,"06/15","E",10,12,15,1.40,2.20,"WNW",1.30,7
"6Nov2000_01.tab",6/11/2000 18:00:00,"06/18","ENE",14,17,21,1.50,2.40,"NW",1.30,7
"6Nov2000_01.tab",6/11/2000 21:00:00,"06/21","ENE",18,22,27,1.70,2.70,"N",1.30,7
"6Nov2000_01.tab",7/11/2000 00:00:00,"07/00","NE",22,27,34,2.00,3.20,"NNE",1.10,8
"6Nov2000_01.tab",7/11/2000 03:00:00,"07/03","NE",26,32,40,2.30,3.70,"NNE",0.80,8
"6Nov2000_01.tab",7/11/2000 06:00:00,"07/06","NE",28,35,43,3.00,4.80,"NE",1.00,9
"6Nov2000_01.tab",7/11/2000 09:00:00,"07/09","NE",30,37,46,3.50,5.60,"NE",1.20,9
"6Nov2000_01.tab",7/11/2000 12:00:00,"07/12","NE",30,37,46,4.00,6.40,"NE",1.50,10
"6Nov2000_01.tab",7/11/2000 15:00:00,"07/15","NE",30,37,46,4.30,6.80,"NE",2.00,10
"6Nov2000_01.tab",7/11/2000 18:00:00,"07/18","NE",28,35,43,4.30,6.90,"NE",2.50,10
"6Nov2000_01.tab",7/11/2000 21:00:00,"07/21","NE",28,35,43,4.30,6.90,"NE",2.70,10
"6Nov2000_01.tab",8/11/2000 00:00:00,"08/00","NE",26,32,40,4.20,6.70,"NNE",3.00,10
"6Nov2000_01.tab",8/11/2000 03:00:00,"08/03","NE",24,30,37,4.00,6.40,"NNE",3.00,10
"6Nov2000_01.tab",8/11/2000 06:00:00,"08/06","NE",22,27,33,3.80,6.10,"NNE",2.80,10
"6Nov2000_01.tab",8/11/2000 09:00:00,"08/09","NNE",20,25,31,3.60,5.80,"NNE",2.80,10
"6Nov2000_01.tab",8/11/2000 12:00:00,"08/12","NNE",20,25,31,3.60,5.70,"NNE",2.80,10
"6Nov2000_01.tab",8/11/2000 15:00:00,"08/15","NNE",20,25,31,3.70,5.90,"NNE",2.90,11
"6Nov2000_01.tab",8/11/2000 18:00:00,"08/18","N",18,22,28,4.00,6.40,"N",3.00,11
"6Nov2000_01.tab",8/11/2000 21:00:00,"08/21","N",17,21,26,4.20,6.70,"N",3.20,11
"6Nov2000_01.tab",9/11/2000 00:00:00,"09/00","N",16,20,25,4.20,6.70,"N",3.50,11
"6Nov2000_15.tab",6/11/2000 18:00:00,"06/18","ENE",14,17,21,1.70,2.70,"NW",1.40,8
"6Nov2000_15.tab",6/11/2000 21:00:00,"06/21","ENE",18,22,28,1.70,2.70,"N",1.30,8
"6Nov2000_15.tab",7/11/2000 00:00:00,"07/00","NE",20,25,31,2.00,3.20,"NNE",1.40,8
"6Nov2000_15.tab",7/11/2000 03:00:00,"07/03","NE",22,27,34,2.30,3.70,"NE",1.60,8
"6Nov2000_15.tab",7/11/2000 06:00:00,"07/06","NE",24,30,37,2.60,4.20,"NE",1.80,8
"6Nov2000_15.tab",7/11/2000 09:00:00,"07/09","NE",26,32,40,3.10,5.00,"NE",2.10,8
"6Nov2000_15.tab",7/11/2000 12:00:00,"07/12","NE",28,35,43,3.60,5.80,"NE",2.50,9
"6Nov2000_15.tab",7/11/2000 15:00:00,"07/15","NE",28,35,43,3.90,6.20,"NE",2.80,9
"6Nov2000_15.tab",7/11/2000 18:00:00,"07/18","NE",29,36,45,4.10,6.60,"NE",3.10,9
"6Nov2000_15.tab",7/11/2000 21:00:00,"07/21","NE",29,36,45,4.30,6.90,"NNE",3.30,9
"6Nov2000_15.tab",8/11/2000 00:00:00,"08/00","NNE",28,35,43,4.60,7.40,"NNE",3.50,9
"6Nov2000_15.tab",8/11/2000 03:00:00,"08/03","NNE",24,30,37,4.20,6.70,"NNE",3.40,9
"6Nov2000_15.tab",8/11/2000 06:00:00,"08/06","NE",20,25,31,3.50,5.60,"NNE",3.10,9
"6Nov2000_15.tab",8/11/2000 09:00:00,"08/09","NE",16,20,24,3.00,4.80,"NNE",2.80,9
"6Nov2000_15.tab",8/11/2000 12:00:00,"08/12","ENE",13,16,20,2.80,4.50,"NNE",2.50,9
"6Nov2000_15.tab",8/11/2000 15:00:00,"08/15","NE",13,16,20,2.70,4.30,"N",2.50,9
"6Nov2000_15.tab",8/11/2000 18:00:00,"08/18","NNE",13,16,20,2.70,4.30,"N",2.50,9
"6Nov2000_15.tab",8/11/2000 21:00:00,"08/21","NNE",14,17,21,2.90,4.60,"N",2.60,9
"6Nov2000_15.tab",9/11/2000 00:00:00,"09/00","NNE",15,18,23,2.90,4.60,"N",2.70,9
"6Nov2000_15.tab",9/11/2000 03:00:00,"09/03","N",16,20,24,3.10,5.00,"N",2.80,9
"6Nov2000_15.tab",9/11/2000 06:00:00,"09/06","N",18,22,28,3.20,5.10,"N",2.80,9
"6Nov2000_15.tab",9/11/2000 09:00:00,"09/09","N",21,26,32,3.30,5.30,"N",2.70,9
"6Nov2000_15.tab",9/11/2000 12:00:00,"09/12","NNW",22,27,34,3.30,5.30,"N",2.40,9
"6Nov2001_03.tab",6/11/2001 06:00:00,"06/06","NNW",18,22,27,3.70,5.90,"NNW",3.40,11
"6Nov2001_03.tab",6/11/2001 09:00:00,"06/09","NNW",22,27,33,3.50,5.60,"NNW",3.20,11
"6Nov2001_03.tab",6/11/2001 12:00:00,"06/12","NNW",24,30,37,3.50,5.60,"NNW",3.00,11
"6Nov2001_03.tab",6/11/2001 15:00:00,"06/15","NNW",20,25,31,3.40,5.40,"NNW",3.10,11
"6Nov2001_03.tab",6/11/2001 18:00:00,"06/18","NW",16,20,25,3.10,5.00,"NNW",3.10,11
"6Nov2001_03.tab",6/11/2001 21:00:00,"06/21","SSW",12,15,18,3.00,4.80,"NNW",2.90,10
"6Nov2001_03.tab",7/11/2001 00:00:00,"07/00","SSW",18,22,28,2.90,4.60,"NNW",2.70,10
"6Nov2001_03.tab",7/11/2001 03:00:00,"07/03","VAR",12,15,18,2.70,4.30,"NNW",2.50,10
"6Nov2001_03.tab",7/11/2001 06:00:00,"07/06","WNW",16,20,24,2.80,4.50,"NNW",2.50,10
"6Nov2001_03.tab",7/11/2001 09:00:00,"07/09","NNW",26,32,40,3.00,4.80,"NNW",2.30,10
"6Nov2001_03.tab",7/11/2001 12:00:00,"07/12","NNW",32,40,49,3.50,5.60,"NNW",2.40,10
"6Nov2001_03.tab",7/11/2001 15:00:00,"07/15","NNW",32,40,50,4.00,6.40,"NNW",2.50,11
"6Nov2001_03.tab",7/11/2001 18:00:00,"07/18","NNW",30,37,46,4.30,6.80,"NNW",2.60,11
"6Nov2001_03.tab",7/11/2001 21:00:00,"07/21","N",28,35,43,4.50,7.20,"NNW",2.80,11
"6Nov2001_03.tab",8/11/2001 00:00:00,"08/00","N",28,35,43,4.60,7.30,"NNW",3.00,11
"6Nov2001_03.tab",8/11/2001 03:00:00,"08/03","N",28,35,43,4.70,7.50,"NNW",3.00,11
"6Nov2001_03.tab",8/11/2001 06:00:00,"08/06","NNE",28,35,43,4.80,7.60,"NNW",3.20,11
"6Nov2001_03.tab",8/11/2001 09:00:00,"08/09","NNE",28,35,43,4.70,7.50,"NNW",3.20,11
"6Nov2001_03.tab",8/11/2001 12:00:00,"08/12","NNE",28,35,43,4.60,7.30,"NNW",3.20,11
"6Nov2001_03.tab",8/11/2001 15:00:00,"08/15","N",26,32,40,4.20,6.70,"NNW",3.20,11
"6Nov2001_03.tab",8/11/2001 18:00:00,"08/18","NNW",23,28,35,3.60,5.80,"NNW",3.00,11
"6Nov2001_03.tab",8/11/2001 21:00:00,"08/21","NNW",21,26,32,3.30,5.30,"NNW",2.80,9
"6Nov2001_03.tab",9/11/2001 00:00:00,"09/00","NW",20,25,31,3.10,5.00,"NNW",2.50,9
"6Nov2001_14.tab",6/11/2001 18:00:00,"06/18","ENE",8,10,12,2.80,4.40,"NNW",2.70,10
"6Nov2001_14.tab",6/11/2001 21:00:00,"06/21","ESE",10,12,15,2.80,4.40,"NNW",2.60,10
"6Nov2001_14.tab",7/11/2001 00:00:00,"07/00","SSE",16,20,25,2.90,4.60,"NNW",2.60,10
"6Nov2001_14.tab",7/11/2001 03:00:00,"07/03","WSW",20,25,31,3.00,4.80,"NNW",2.50,10
"6Nov2001_14.tab",7/11/2001 06:00:00,"07/06","WNW",30,37,46,3.20,5.10,"NNW",2.20,10
"6Nov2001_14.tab",7/11/2001 09:00:00,"07/09","NW",29,36,45,3.60,5.70,"NNW",2.30,10
"6Nov2001_14.tab",7/11/2001 12:00:00,"07/12","N",26,32,40,3.80,6.00,"NNW",2.50,10
"6Nov2001_14.tab",7/11/2001 15:00:00,"07/15","NNE",23,28,35,3.70,5.90,"N",2.80,10
"6Nov2001_14.tab",7/11/2001 18:00:00,"07/18","NNE",20,25,31,3.50,5.60,"N",2.90,10
"6Nov2001_14.tab",7/11/2001 21:00:00,"07/21","NNE",19,23,28,3.20,5.10,"NNE",2.80,10
"6Nov2001_14.tab",8/11/2001 00:00:00,"08/00","NNE",18,22,28,2.80,4.40,"N",2.30,10
"6Nov2001_14.tab",8/11/2001 03:00:00,"08/03","NNE",20,25,31,2.90,4.60,"N",2.20,10
"6Nov2001_14.tab",8/11/2001 06:00:00,"08/06","NNE",23,28,35,3.00,4.80,"N",2.20,10
"6Nov2001_14.tab",8/11/2001 09:00:00,"08/09","NNE",26,32,40,3.20,5.10,"N",2.30,10
"6Nov2001_14.tab",8/11/2001 12:00:00,"08/12","N",28,35,43,3.60,5.70,"N",2.40,10
"6Nov2001_14.tab",8/11/2001 15:00:00,"08/15","N",27,33,41,3.60,5.70,"N",2.50,10
"6Nov2001_14.tab",8/11/2001 18:00:00,"08/18","N",24,30,37,3.50,5.60,"N",2.60,10
"6Nov2001_14.tab",8/11/2001 21:00:00,"08/21","NNW",22,27,33,3.30,5.20,"N",2.50,10
"6Nov2001_14.tab",9/11/2001 00:00:00,"09/00","NW",20,25,31,3.00,4.80,"NNW",2.40,9
"6Nov2001_14.tab",9/11/2001 03:00:00,"09/03","NW",18,22,28,2.70,4.30,"NW",2.30,9
"6Nov2001_14.tab",9/11/2001 06:00:00,"09/06","WNW",16,20,24,2.40,3.80,"NW",2.20,9
"6Nov2001_14.tab",9/11/2001 09:00:00,"09/09","WNW",15,18,23,2.20,3.50,"NW",2.10,8
"6Nov2001_14.tab",9/11/2001 12:00:00,"09/12","W",15,18,23,2.10,3.30,"NW",2.00,8
"6Oct2000_04.tab",6/10/2000 07:00:00,"06/06","NNW",15,18,22,2.80,4.40,"W",2.70,8
