"filename","author","forecasttime","ftype","section1"
"31Aug2000_14.prn","F4",31/8/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         31-Aug   2000 LOW 990MB, JUST NW OF SCOTLAND, WILL START TO FILL AS IT DRIFTS SE INTO WALES BY FRIDAY AFTERNOON. A NEW LOW IS EXPECTED TO DEVELOP OVER NE ENGLAND EARLY TOMORROW, THEN DRIFT ESE TO BE 1002MB JUST NW OF THE DUTCH COAST, BY SATURDAY AFTERNOON. MID ATLANTIC RIDGE OF HIGH PRESSURE WILL DRIFT EAST, TO BE LYING FROM FAEROES TO JUST WEST OF IRELAND, BY SUNDAY. -"
"31Aug2001_03.prn","F3",31/8/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           31-Aug   2001 THE RIDGE OF HIGH PRESSURE FROM SPITZBERGEN TO BULGARIA WILL EDGE VERY SLOWLY EAST AHEAD OF THE COMPLEX LOW PRESSURE AREA COVERING THE NORWEGIAN AND NORTH SEAS.A RIDGE OF HIGH PRESSURE WILL CROSS THE EAST SHETLAND BASIN/NORTH SEA EARLY SATURDAY AFTERNOON AHEAD OF AN OCCLUDING ATLANTIC FRONTAL SYSTEM SUNDAY MORNING."
"31Aug2001_15.prn",,31/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           31-Aug   2001 COMPLEX LOW PRESSURE FROM THE NORWEGIAN SEA TO THE CENTRAL NORTH SEA WILL MOVE SLOWLY EAST WHILE A RIDGE MOVES INTO IRELAND THIS EVENING THEN CONTINUES EAST ACROSS THE NORTH SEA TOMORROW AFTERNOON. ATLANTIC FRONTS WILL CROSS FROM THE WEST TOMORROW NIGHT AS A DEEP LOW CROSSES ICELAND AND BECOMES SLOW MOVING OVER THE NORWEGIAN SEA."
"31Dec2000_01.prn","F4",31/12/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           31-Dec   2000 LOW, JUST WEST OF SHETLAND, WILL DEEPEN AS IT MOVES NORTHEAST INTO THE NORWEGIAN SEA BY THIS EVENING. RIDGE OF HIGH PRESSURE, OVER THE BRITISH ISLES, WILL MOVE EAST INTO SCANDINAVIA BY EARLY TOMORROW. AN ACTIVE ATLANTIC FRONTAL SYSTEM IS EXPECTED TO MOVE NORTHEAST ACROSS THE BRITISH ISLES AND NORTH SEA DURING TONIGHT AND TOMORROW."
"31Dec2000_14.prn","F1",31/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           31-Dec   2000 A DEEPENING LOW OVER THE SE NORWEGIAN SEA WILL MOVE NNE TONIGHT. A RIDGE FROM GERMANY TO THE FAEROES WILL MOVE NNE. A COMPLEX LOW TO THE WEST OF THE BRITISH ISLES WILL MOVE VERY SLOWLY EAST TO BE FROM SCOTLAND TO THE LOW COUNTRIES BY LATER TUESDAY. THE ASSOCIATED FRONT WILL MOVE NNE ACROSS THE NORTH SEA TONIGHT AND TOMORROW MORNING.  -"
"31Dec2001_03.prn","F3",31/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           31-Dec   2001 HIGH (1030MB),57 30N 16W,WILL MOVE SE,EXPECTED (1042 MB) OVER NORTHERN ITALY BY LATE TUESDAY EVENING.LOW (1007 MB),JUST NORTH OF ICELAND WILL MOVE ESE THEN SE,REACHING SOUTHERN SWEDEN (1000 MB) BY MIDDAY TUESDAY THEN CONTINUING TO MOVE AWAY SE'WARDS ALLOWING A RIDGE OF HIGH PRESSURE TO COVER THE NORTH SEA WEDNESDAY MORNING."
"31Dec2001_14.prn","F5",31/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           31-Dec   2001 A DEVELOPING LOW NE OF ICELAND WILL MOVE EAST, WITH A SECONDARY LOW FORMING OVER CENTRAL NORWAY TONIGHT THEN MOVING QUICKLY SE ACROSS SOUTHERN SWEDEN TOMORROW MORNING. HIGH PRESSURE OVER SOUTHERN ENGLAND WILL MOVE SE AND BUILD, WITH AN ASSOCIATED RIDGE TO NW IRELAND MOVING EAST ACROSS THE NORTH SEA ON WEDNESDAY."
"31Jan2001_02.prn","F3",31/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        31-Jan   2001 THE WEAK OCCLUSION NOW LYING FROM ICELAND THROUGH THE HEBRIDES TO SE ENGLAND WILL WEAKEN AND DIE LATER WEDNESDAY AS HIGH PRESSURE BUILDS OVER THE NORTH SEA.ANOTHER OCCLUDING ATLANTIC FRONTAL SYSTEM WILL MOVE EAST TO AFFECT THE NORTH SEA LATER FRIDAY MORNING."
"31Jan2001_14.prn","F2",31/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        31-Jan   2001 RIDGE OF HIGH PRESSURE OVER THE NORWEGIAN SEA TO THE NORTH SEA WILL MOVE GRADUALLY EASTWARDS. A WEAKENING FRONTAL TROUGH OVER THE BRITISH ISLES WILL MOVE VERY SLOWLY EAST. AN OCCLUDING FRONTAL TROUGH OVER THE ATLANTIC WILL MOVE EASTWARDS, BECOMING SLOWER MOVING AND WEAKENING AS IT CROSSES INTO THE NORTH SEA ON FRIDAY AFTERNOON."
"31Jan2002_03.prn","F3",31/1/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         31-Jan   2002 COMPLEX LOW (984 MB),FAEROES TO THE EAST SHETLAND BASIN,WILL MOVE ENE AND FILL.A WEAK RIDGE WILL CROSS THE NORTH SEA MIDDAY TODAY AHEAD OF AN ATLANTIC FRONTAL SYSTEM LATER THIS AFTERNOON. A VIGOROUSLY DEEPENING ATLANTIC LOW IS MOVING ENE-NE,EXPECTED (949 MB),52 30N 22W,BY LATE THIS EVENING,DEEPENING FURTHER TO (937 MB),58N 14W,BY MIDDAY FRIDAY THEN MOVING NNE AND FILLING SLOWLY,EXPECTED (951 MB) ENE OF ICELAND BY LATE SATURDAY EVENING."
"31Jan2002_14.prn","F4",31/1/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         31-Jan   2002 AN ATLANTIC FRONTAL TROUGH, OVER THE WESTERN BRITISH ISLES,  WILL MOVE STEADILY NE TO BE LYING FROM FAEROES TO OSLO TO EAST DENMARK BY EARLY TOMORROW, THEN INTO THE BALTIC BY THE AFTERNOON. DEEPENING MID ATLANTIC DEPRESSION IS EXPECTED 939MB, 150NM SSE OF ICELAND BY EARLY SATURDAY, THEN 948MB JUST SE OF ICELAND BY LATE SATURDAY. ASSOCIATED FRONTAL SYSTEM WILL MOVE NE ACROSS THE BRITISH DURING TOMORROW, AND INTO CENTRAL SWEDEN BY SATURDAY. A FURTHER FRONT WILL CROSS THE NORTH SEA DURING SATURDAY. -"
"31Jul2000_03.prn","F5",31/7/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           31-Jul   2000 AN ATLANTIC LOW WILL BE SLOW MOVING TO THE WEST OF IRELAND TODAY AND TOMORROW BEFORE DRIFTING SLOWLY EAST TO LIE OVER THE IRISH SEA ON WEDNESDAY. ASSOCIATED FRONTAL TROUGH OVER NORTHERN ENGLAND WILL MOVE NE THEN BECOME SLOW MOVING ACROSS NORTHERN SCOTLAND AND THE NORTHERN NORTH SEA BY TOMORROW MORNING."
"31Jul2000_14.prn","F4",31/7/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           31-Jul   2000 LOW 1002MB, JUST WEST OF IRELAND, WILL REMAIN SLOW MOVING OVERNIGHT THEN DRIFT WEST TO BE 1008MB, OVER NORTHERN ENGLAND, BY LATE WEDNESDAY. ASSOCIATED FRONTAL TROUGH WILL MOVE NORTHEAST TO BECOME SLOW MOVING OVER NORTHERN SCOTLAND AND THE NORTHERN NORTH SEA BY TOMORROW MORNING.  A RIDGE OF HIGH PRESSURE, FROM ICELAND TO NORTHERN NORWAY, WILL DRIFT SOUTHEAST DURING WEDNESDAY TO BE LYING FROM THE LOFOTEN ISLANDS TO FAEROES BY EARLY THURSDAY."
"31Jul2001_15.prn","F5",31/7/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          31-Jul   2001 HIGH PRESSURE BUILDING OVER ENGLAND WILL MOVE EAST ACROSS THE NORTH SEA TOMORROW, WITH A WARM FRONT MOVING NE ACROSS SCOTLAND TOMORROW AFTERNOON AND ACROSS THE NORTHERN NORTH SEA TOMORROW NIGHT. A THUNDERY LOW WILL MOVE NORTH ACROSS ENGLAND LATE ON THURSDAY, CONTINUING NORTHEAST ACROSS THE NORTH SEA ON FRIDAY."
"31Mar2001_02.prn","F4",31/3/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         31-Mar   2001 A DEVELOPING LOW, TO THE NW OF SCOTLAND THIS MORNING, WILL DEEPEN EXPECTED 975MB OVER THE NORWEGIAN SEA BY MIDDAY SUNDAY, THEN START TO FILL AS IT MOVES INTO NORTHERN NORWAY BY MONDAY. ASSOCIATED FRONTAL SYSTEM, PRESENTLY OVER THE WESTERN BRITISH ISLES, WILL MOVE STEADILY NE ACROSS THE NORTH SEA AND INTO SCANDIANAVIA BY MIDNIGHT. A FURTHER SHALLOW LOW IS EXPECTED JUST WEST OF SHETLAND BY MONDAY AFTERNOON WITH ASSOCIATED WARM FRONT MOVING NNE ACROSS THE NORTH SEA DURING LATE SUNDAY/EARLY MONDAY, REACHING THE SOUTHERN NORWEGIAN SEA BY LATE MONDAY. -"
"31Mar2001_14.prn","F2",31/3/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         31-Mar   2001 RAPIDLY MOVING AND DEEPENING DEPRESSION 982MB NEAR FAEROES WILL MOVE NORTHEASTWARDS TO THE NCENTRAL NORWEGIAN SEA BY EARLY SUNDAY, THEN BEGIN TO SLOW AS IT MOVES OVER NORTHERN NORWAY. A FRONTAL WAVE TO THE NORTH OF THE AZORES WILL DEEPEN AS IT MOVES QUICKLY NORTHEAST TO BE 990MB OFF NW SCOTLAND BY MONDAY MORNING."
"31Mar2002_02.prn",,31/3/2002 04:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           31-Mar   2002 DEPRESSION OFF SW ICELAND WILL REMAIN SLOW MOVING. ASSOCIATED WEAKENING FRONTAL TROUGH OFF THE EAST OF SCOTLAND WILL MOVE EAST OVER THE NORTH SEA TODAY. DEVELOPING DEPRESSION WEST OF IRELAND WILL MOVE NORTHEASTWARDS TO BE OVER EASTERN ICELAND BY MIDDAY MONDAY."
"31Mar2002_14.prn","F5",31/3/2002 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           31-Mar   2002 A DEEP DEPRESSION SW OF ICELAND WILL DRIFT SLOWLY SW WHILE A DEEPENING SECONDARY LOW TO THE WEST OF IRELAND MOVES NORTH TODAY THEN TURNS NW LATER TONIGHT, BECOMING SLOW MOVING OVER SOUTHERN ICELAND TOMORROW AFTERNOON."
"31May2001_16.prn","F5",31/5/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         31-May   2001 DEEPENING LOW TO THE EAST OF ICELAND WILL MOVE SLOWLY EAST ACROSS THE NORWEGIAN SEA, WITH AN ASSOCIATED FRONT MOVING STEADILY EAST ACROSS THE NORTH SEA TONIGHT. A FRONTAL WAVE WILL MOVE ESE ACROSS THE CENTRAL NORTH SEA TOMORROW EVENING, WITH WINDS THEN TURNING NW'LY AND INCREASING STRONG TO GALE FORCE ON SATURDAY AND SUNDAY."
"31Oct2000_02.prn","F3",31/10/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          31-Oct   2000 DEEP LOW (948 MB),NOW OVER THE EAST SHETLAND BASIN,WILL DRIFT NNW EXPECTED (964 MB) 65N 00 E/W BY 0600 GMT WEDNESDAY  THEN DRIFTING SSW EXPECTED (975 MB) SOUTH OF THE FAEROES BY MIDDAY THURSDAY. A SHALLOW LOW WILL FORM SOUTH OF ICELAND TODAY,MOVING ESE,EXPECTED OFF THE HEBRIDES (977 MB) BY LATE THIS EVENING THEN REACHING THE BERYL AREA AS A TROUGH WEDNESDAY EVENING. YET ANOTHER ATLANTIC LOW WILL CROSS THE ATLANTIC SOUTH OF 50N THEN MOVING ENE,DEEPENING,EXPECTED OVER THE GERMAN BIGHT (976 MB) BY MIDDAY THURSDAY."
"31Oct2000_14.prn","F1",31/10/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          31-Oct   2000 LOW TO THE NW OF STAD WILL MOVE SLOWLY NORTH THEN NNW AND WEAKEN TONIGHT. DURING TOMORROW AND THURSDAY THE LOW WILL MOVE SW THEN SSW TO BE OVER THE HEBRIDES BY LATE THURSDAY. A WEAK LOW TO THE WNW OF THE HEBRIDES WILL MOVE ESE TONIGHT AND ENE ACROSS THE NORTHERN NORTH SEA TOMORROW AND NNW OVER THE SOUTHERN NORWEGIAN SEA THURSDAY WHILST WEAKENING.  -"
"31Oct2001_02.prn","F4",31/10/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        31-Oct   2001 LOW 988MB, SOUTHERN NORWAY, WILL DEEPEN AS IT MOVES EAST TO ESTONIA 978MB, BY THURSDAY MORNING. A FRONTAL TROUGH OVER THE NORWEGIAN SEA AND FAEROES WILL MOVE STEADILY SE'WARDS ACROSS THE BRITISH ISLES AND NORTH SEA DURING TODAY. A STRONG RIDGE OF HIGH PRESSURE WILL BUILD TO THE WEST OF FAEROES AND BRITISH ISLES BY EARLY THIS AFTERNOON, DECLINING EASTWARDS INTO SCANDINAVIA BY FRIDAY. ATLANTIC WARM FRONT WILL MOVE EAST ACROSS THE EAST SHETLAND BASIN AND NORTH SEA BY EARLY FRIDAY. -"
"31Oct2001_13.prn","F1",31/10/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        31-Oct   2001 LOW OVER SOUTHERN SWEDEN WILL MOVE STEADILY EAST. A RIDGE TO THE WEST OF THE BRITISH ISLES WILL MOVE EAST ACROSS THE NORTH SEA TOMORROW. A DEEPENING LOW TO THE SSE OF CAPE FAREWELL WILL MOVE NE AND WILL PASS ICELAND TOMORROW TO BE TO THE NORTH OF NORWAY BY LATER FRIDAY. THE ASSOCIATED WARM FRONT WILL MOVE EAST ACROSS THE NORTHERN NORTH SEA LATER TOMORROW. THE FOLLOWING COLD FRONT WILL MOVE ESE ACROSS THE NORTHERN NORTH SEA LATER SATURDAY.  -"
"3Apr2001_02.prn","F4",3/4/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          03-Apr   2001 DEPRESSION 982MB, CENTRED NEAR 60N 010W, WILL DRIFT SLOWLY NNE TO BE 979MB NEAR FAEROES BY WEDNESDAY AFTERNOON, THEN START TO FILL AS IT MOVES INTO THE NORWEGIAN SEA DURING THURSDAY. A NEW LOW IS EXPECTED OVER SW ENGLAND BY EARLY WEDNESDAY, DEEPENING AS IT MOVES NORTHEAST INTO DENMARK BY THURSDAY AFTERNOON. -"
"3Apr2001_15.prn","F5",3/4/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          03-Apr   2001 A DEEP LOW NEAR THE FAEROES WILL REMAIN SLOW MOVING TODAY AND TONIGHT THEN DRIFT SLOWLY NE AND FILL A LITTLE DURING TOMORROW, MOVING AWAY MORE QUICKLY NE INTO THE NORWEGIAN SEA ON THURSDAY."
"3Apr2002_03.prn","F2",3/4/2002 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        03-Apr   2002 HIGH PRESSURE OVER RUSSIA WILL GRADUALLY MOVE SOUTHWESTWARDS TO BE 1032MB OVER THE NORTHERN NORTH SEA BY SUNDAY. DEPRESSION WEST OF IRELAND WILL MOVE NORTHWARDS TO ICELAND WITH ITS ASSOCIATED FRONTAL TROUGH BECOMING SLOW MOVING OVER WESTERN BRITAIN."
"3Apr2002_14.prn","F5",3/4/2002 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        03-Apr   2002 A DEEP LOW TO THE WEST OF SCOTLAND WILL MOVE NORTH WHILE A STRONG RIDGE PERSISTS ACROSS SCANDINAVIA, MAINTAINING FRESH TO STRONG SE'LY WINDS ACROSS THE NORTH SEA. THE HIGH IS EXPECTED TO MOVE SW TO LIE OVER THE NORTHERN NORTH SEA BY SATURDAY MORNING."
"3Aug2000_02.prn",,,"empty",
"3Aug2000_14.prn","F4",3/8/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         03-Aug   2000 LOW 1013MB, NEAR THE WASH, WILL CONTINUE TO FILL AS IT MOVES SOUTHEAST INTO THE CONTINENT BY TOMORROW MORNING. ASSOCIATED FRONTAL TROUGH, FROM CENTRE THROUGH NEWCASTLE TO SOUTHERN NORWAY, WILL CONTINUE MOVING SOUTHEAST TO CLEAR THE NORTH SEA BY TOMORROW AFTERNOON ALLOWING A WEAK RIDGE OF HIGH PRESSURE TO BUILD OVER THE NORTH SEA. THIS RIDGE WILL DECLINE SOUTHWARDS TOMORROW AS AN ATLANTIC FRONTAL TROUGH MOVES EAST ACROSS THE NORTH SEA."
"3Aug2001_02.prn",,3/8/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           03-Aug   2001 LOW 1002MB, JUST NW OF THE NETHERLANDS COAST, WILL MOVE NNE INTO SOUTHERN NORWAY BY THIS EVENING, THEN NNW INTO THE NORTHERN NORWEGIAN SEA BY LATE SATURDAY. A COLD FRONT, PRESENTLY LYING FROM FAEROES THROUGH EASTERN SCOTLAND TO SW ENGLAND, WILL MOVE EAST ACROSS THE NORTH SEA DURING TODAY. LOW 997MB, 300NM SSE OF ICELAND, WILL DRIFT NE TO NEAR THE FAEROES BY TOMORROW AFTERNOON, THEN FILL."
"3Aug2001_15.prn","F5",3/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           03-Aug   2001 LOW PRESSURE OVER THE EASTERN NORTH SEA WILL MOVE NNE INTO SOUTHERN NORWAY THIS EVENING, WHILE THE OLD LOW TO THE SOUTH OF ICELAND MOVES SLOWLY EAST TOWARDS THE FAEROES AND FILLS GRADUALLY. THE ASSOCIATED COLD FRONT JUST EAST OF SCOTLAND WILL MOVE SLOWLY EAST, WITH A SMALL WAVE FORMING OVER THE SOUTHERN NORTH SEA THEN MOVING NE TOMORROW."
"3Dec2000_02.prn","F3",3/12/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           03-Dec   2000 LOW (978 MB),JUST SW OF THE FAEROES,WILL DRIFT SLOWLY NNE,FILLING. A WEAK RIDGE WILL CROSS THE NORTH SEA LATE THIS AFTERNOON AHEAD OF AN OCCLUDING FRONT WHICH WILL AFFECT THE NORTH SEA MONDAY MORNING A LARGE LOW (968 MB),QUASI STATIONARY IN THE CENTRAL ATLANTIC WILL LATER DEEPEN AND MOVE SE,EXPECTED (954 MB),50 30N 27W,BY MIDDAY TUESDAY.IN THE MEANTIME A SMALL BUT VIGOROUSLY DEEPENING LOW WILL SWING AROUND THE PERIPHERY OF THE MAIN LOW,EXPECTED (960 MB) OFF NW IRELAND BY MIDDAY TUESDAY."
"3Dec2000_14.prn","F1",3/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           03-Dec   2000 LOW OVER THE CENTRAL NORWEGIAN SEA WILL MOVE SLOWLY NNW AND WEAKEN. A RIDGE OVER THE BRITISH ISLES WILL MOVE NNE ACROSS THE NORTHERN NORTH SEA TONIGHT. A FRONTAL SYSTEM WILL MOVE NNE ACROSS THE NORTHERN NORTH SEA TOMORROW. ANOTHER FRONTAL SYSTEM WILL MOVE NNE ACROSS THE NORTHERN NORTH SEA DURING TUESDAY.  -"
"3Dec2001_05.prn","F1",3/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           03-Dec   2001 LOW TO THE NNW OF ICELAND WILL MOVE SLOWLY NORTH. A DEEPENING LOW AROUND  55N 24W  WILL MOVE NNE AND WILL PASS TO THE EAST OF ICELAND TOMORROW. THE ASSOCIATED FRONTS WILL MOVE NNE ACROSS THE NORTHERN NORTH SEA LATER TODAY AND TOMORROW. A RIDGE WILL MOVE NE ACROSS THE NORTH SEA DURING WEDNESDAY.  -"
"3Dec2001_13.prn","F5",3/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           03-Dec   2001 A DEEP DEPRESSION TO THE WEST OF SCOTLAND WILL MOVE NNE TO LIE JUST EAST OF ICELAND BY TOMORROW MORNING, WITH ASSOCIATED FRONTS CROSSING SCOTLAND TONIGHT AND THE NORTH SEA TOMORROW MORNING. A RIDGE WILL CROSS FROM THE WEST TOMORROW NIGHT, WITH THE NEXT DEEP ATLANTIC LOW NOW EXPECTED TO MOVE EAST ACROSS NORTHERN ENGLAND ON WEDNESDAY."
"3Feb2002_03.prn","F3",3/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           03-Feb   2002 LOW (956 MB),JUST EAST OF ICELAND,WILL MOVE SLOWLY NE,FILLING A LOW IS DEVELOPING OFF SW IRELAND AND IS EXPECTED TO MOVE NE-NNE REACHING THE EAST SHETLAND BASIN LATE THIS EVENING THEN CONTINUING ALONG THE NORWEGIAN COAST.A COMPLEX LOW IS DEVELOPING IN THE WESTERN ATLANTIC WITH THE MAIN CENTRE MOVING NE,REACHING THE FAEROES (961 MB) BY LATE MONDAY EVENING THEN MOVING NORTH ON TUESDAY THE SECONDARY LOW IS EXPECTED (971 MB) OFF THE HEBRIDES BY MIDDAY TUESDAY,REACHING THE NORTHERN NORTH SEA (977 MB) LATE TUESDAY."
"3Feb2002_13.prn","F2",3/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           03-Feb   2002 LOW 987MB OVER NORTHERN IRELAND WILL MOVE NORTHEAST TO THE NORWEGIAN SEA BY MONDAY AFTERNOON, A LARGE COMPLEX AREA OF LOW PRESSURE OVER THE ATLANTIC WILL MOVE NORTHEASTWARDS WITH ITS ASSOCIATED FRONTAL TROUGHS SWINGING EAST OVER THE NORTH SEA ON MONDAY NIGHT."
"3Jan2001_00.prn","F4",3/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        03-Jan   2001 A TROUGH OF LOW PRESSURE FROM 70N 000E/W THROUGH FAEROES TO A LOW JUST WEST OF SCOTLAND, WILL REMAIN SLOW MOVING. PRESSURE WILL REMAIN RELATIVELY HIGH OVER SWEDEN AND FINLAND. A FRONTAL TROUGH, PRESENTLY OVER THE NORTH SEA, WILL MOVE NORTHEAST INTO THE SOUTHERN NORWEGIAN SEA BY THIS EVENING. LOW, OVER IRELAND TONIGHT, IS EXPECTED TO MOVE NORTHEAST TO BE CENTRED JUST WEST OF SHETLAND BY FRIDAY AFTERNOON. ASSOCIATED FRONTAL TROUGH WILL MOVE NORTHEAST ACROSS THE NORTH SEA DURING THURSDAY, AND EAST SHETLAND BASIN ON FRIDAY. -"
"3Jan2001_14.prn","F1",3/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        03-Jan   2001 LOW TO THE WEST OF THE HEBRIDES WILL DRIFT SLOWLY SOUTH. A FRONT OVER THE EAST SHETLAND BASIN WILL MOVE NNE. ANOTHER FRONT WILL MOVE NNE AND WILL CLEAR THE NORTHERN NORTH SEA LATER TOMORROW. A LOW WILL MOVE ENE ACROSS SOUTHERN ENGLAND AND THE SOUTHERN NORTH SEA DURING FRIDAY.  -"
"3Jan2002_02.prn","F3",3/1/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         03-Jan   2002 HIGH PRESSURE WILL CONTINUE TO DOMINATE CENTRAL EUROPE. A DEEPENING LOW WILL MOVE NNE TOWARDS THE DENMARK STRAIT. THE ASSOCIATED WEAKENING COLD FRONT WILL CROSS THE NORTH SEA LATER SATURDAY MORNING."
"3Jan2002_14.prn","F5",3/1/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         03-Jan   2002 HIGH PRESSURE WILL REMAIN SLOW MOVING OVER GERMANY FOR SEVERAL MORE DAYS, WHILE WEAK ATLANTIC FRONTS MOVE NORTH ACROSS THE WEST OF BRITAIN THEN NE ACROSS THE NORWEGIAN SEA AT TIMES. A FRONT IS EXPECTED TO PUSH EAST ACROSS THE NORTH SEA ON SATURDAY."
"3Jul2001_01.prn","F2",3/7/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          03-Jul   2001 HIGH 1025MB OVER GERMANY WILL DRIFT SLOLWY NORTHEAST. SLOW MOVING COLD FRONTAL TROUGH OVER NORTHWEST SCOTLAND WILL BECOME SLOW MOVING THEN MOVE NORTHWESTWARDS DURING WEDNESDAY. A COMPLEX AREA OF LOW PRESSURE WILL FORM OVER THE ENGLISH CHANNEL OVER THE NEXT COUPLE OF DAYS, THEN DRIFT SLOWLY NORTHWARDS ON SATURDAY."
"3Jul2001_15.prn","F4",3/7/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          03-Jul   2001 PRESSURE WILL REMAIN HIGH OVER SCANDINAVIA. DEVELOPING LOW OVER NW SCOTLAND THIS EVENING, WILL MOVE TO JUST EAST OF FAEROES BY TOMORROW MORNING, THEN NE INTO THE NORWEGIAN SEA BY TOMORROW EVENING. ASSOCIATED FRONTAL TROUGH WILL BECOME SLOW MOVING FROM THE EAST SHETLAND BASIN TO CENTRAL SCOTLAND BY FRIDAY. A DEVELOPING LOW OVER SW ENGLAND THIS EVENING WILL DEEPEN TONIGHT, THEN DRIFT SOUTH INTO NORTHERN BISCAY DURING TOMORROW. -"
"3Jun2001_02.prn","F1",3/6/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           03-Jun   2001 LOW OVER SOUTHERN SWEDEN WILL MOVE SLOWLY SE AND WEAKEN. A RIDGE OVER THE NORWEGIAN SEA WILL MOVE ESE ACROSS THE NORTH SEA TODAY. A FRONT WILL MOVE SLOWLY EAST AND WILL CROSS THE NORTHERN NORTH SEA TOMORROW MORNING. A LOW TO THE NW OF ICELAND WILL MOVE SLOWLY EAST THEN SOUTH TO BE THE EAST OF ICELAND LATER TOMORROW. THE LOW WILL THEN MOVE VERY SLOWLY ENE DURING TUESDAY.  -"
"3Jun2001_14.prn","F4",3/6/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           03-Jun   2001 RIDGE OF HIGH PRESSURE, OVER THE EAST SHETLAND BASIN AND NORTH SEA, WILL DECLINE AS AN ATLANTIC FRONTAL SYSTEM MOVES SOUTHEAST INTO THE NORTH SEA TONIGHT, AND CLEARS THE NORTH SEA BY TOMORROW EVENING. PRESSURE WILL REMAIN LOW BETWEEN ICELAND AN NORWAY WITH A FURTHER FRONT MOVING ESE INTO THE EAST SHETLAND BASIN AND SCOTLAND DURING TUESDAY AFTERNOON/EVENING. -"
"3Mar2001_14.prn","F1",3/3/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         03-Mar   2001 A LOW TO THE NORTH OF THE SHETLANDS WILL MOVE SLOWLY NORTH. A LOW TO THE NW OF THE HEBRIDES WILL MOVE NE AND WEAKEN TONIGHT. A DEVELOPING LOW WILL MOVE EAST THEN NE TO BE NEAR THE FAEORES LATER TOMORROW AND OVER THE CENTRAL NORWEGIAN SEA BY LATER MONDAY. THE ASSOCIATED FRONTS WILL AFFECT THE NORTHERN NORTH SEA LATER TOMORROW/ EARLY MONDAY.  -"
