"forecast","AMPM","author","Section","Index","phrasep","timephrase","matchCount","matchQuality","matchTime"
"30Mar2001_02.prn","AM","F4","4",2,1,"by midnight",1,3,0
"30Mar2001_14.prn","PM","F2","2",1,1,"by morning",0,0,-99
"30Mar2001_14.prn","PM","F2","3",0,0,"null",0,0,-99
"30Mar2001_14.prn","PM","F2","3",1,1,"soon",2,2,12
"30Mar2001_14.prn","PM","F2","3",2,1,"later",0,0,-99
"30Mar2001_14.prn","PM","F2","4",0,0,"null",0,0,-99
"30Mar2001_14.prn","PM","F2","4",1,0,"null",1,3,0
"30Mar2002_03.prn","AM","F2","2",0,0,"null",0,0,-99
"30Mar2002_03.prn","AM","F2","2",1,0,"null",1,3,0
"30Mar2002_03.prn","AM","F2","3",0,0,"null",1,3,0
"30Mar2002_03.prn","AM","F2","3",1,0,"null",2,1,21
"30Mar2002_03.prn","AM","F2","4",0,0,"null",9,1,0
"30Mar2002_13.prn","PM","F5","2",0,0,"null",4,1,18
"30Mar2002_13.prn","PM","F5","2",1,1,"after midnight",2,2,6
"30Mar2002_13.prn","PM","F5","3",0,0,"null",4,2,6
"30Mar2002_13.prn","PM","F5","3",1,1,"in morning",4,2,18
"30Mar2002_13.prn","PM","F5","3",2,1,"later in evening",2,2,0
"30Mar2002_13.prn","PM","F5","4",0,0,"null",4,2,15
"30Mar2002_13.prn","PM","F5","4",2,1,"later in evening",1,3,21
"30May2001_15.prn","PM","F5","3",0,0,"null",1,3,6
"30May2001_15.prn","PM","F5","3",1,1,"early afternoon",2,2,18
"30May2001_15.prn","PM","F5","3",2,1,"in evening",1,3,0
"30May2001_15.prn","PM","F5","4",0,0,"null",1,3,0
"30May2001_15.prn","PM","F5","4",1,1,"during morning",3,2,12
"30Nov2000_02.prn","AM","F2","2",0,0,"null",1,3,6
"30Nov2000_02.prn","AM","F2","2",1,1,"soon",0,0,-99
"30Nov2000_02.prn","AM","F2","2",2,1,"by evening",0,0,-99
"30Nov2000_02.prn","AM","F2","2",3,1,"later",1,3,0
"30Nov2000_02.prn","AM","F2","3",0,0,"null",2,1,0
"30Nov2000_02.prn","AM","F2","3",1,1,"soon",2,2,6
"30Nov2000_02.prn","AM","F2","3",2,1,"by afternoon",0,0,-99
"30Nov2000_02.prn","AM","F2","3",3,1,"later",2,2,0
"30Nov2000_02.prn","AM","F2","4",0,0,"null",2,2,3
"30Nov2000_02.prn","AM","F2","4",1,1,"soon",3,2,9
"30Nov2000_02.prn","AM","F2","4",2,1,"later",1,3,0
"30Nov2000_14.prn","PM","F1","2",0,0,"null",0,0,-99
"30Nov2000_14.prn","PM","F1","2",1,1,"by evening",1,3,21
"30Nov2000_14.prn","PM","F1","2",2,1,"later",2,2,6
"30Nov2000_14.prn","PM","F1","3",0,0,"null",2,2,6
"30Nov2000_14.prn","PM","F1","3",1,1,"by evening",3,1,12
"30Nov2000_14.prn","PM","F1","3",2,1,"later",1,3,0
"30Nov2000_14.prn","PM","F1","4",0,0,"null",1,3,0
"30Nov2000_14.prn","PM","F1","4",1,1,"soon",0,0,-99
"30Nov2000_14.prn","PM","F1","4",2,1,"by evening",1,3,18
"30Nov2000_14.prn","PM","F1","4",3,1,"later",2,2,0
"30Nov2001_02.prn","AM","F1","2",0,0,"null",1,3,6
"30Nov2001_02.prn","AM","F1","2",1,1,"by afternoon",1,3,15
"30Nov2001_02.prn","AM","F1","2",2,0,"null",1,3,0
"30Nov2001_02.prn","AM","F1","3",0,0,"null",3,2,0
"30Nov2001_02.prn","AM","F1","3",1,1,"very soon",1,3,3
"30Nov2001_02.prn","AM","F1","3",4,1,"by evening",1,3,18
"30Nov2001_02.prn","AM","F1","3",5,1,"later",3,2,0
"30Nov2001_02.prn","AM","F1","4",0,0,"null",1,3,0
"30Nov2001_02.prn","AM","F1","4",1,1,"soon",1,3,9
"30Nov2001_02.prn","AM","F1","4",2,1,"later",1,3,0
"30Oct2000_02.prn","AM","F3","2",0,0,"null",1,3,6
"30Oct2000_02.prn","AM","F3","2",1,1,"by midday",2,1,12
"30Oct2000_02.prn","AM","F3","2",2,1,"by late evening",1,3,0
"30Oct2000_02.prn","AM","F3","3",0,0,"null",1,3,0
"30Oct2000_02.prn","AM","F3","3",3,1,"by midday",5,1,12
"30Oct2000_02.prn","AM","F3","4",0,0,"null",1,3,0
"30Oct2000_02.prn","AM","F3","4",1,1,"by late evening",2,2,0
"30Oct2000_14.prn","PM","F1","3",0,0,"null",1,3,6
"30Oct2000_14.prn","PM","F1","3",1,1,"later",3,2,0
"30Oct2000_14.prn","PM","F1","4",0,0,"null",1,3,0
"30Oct2000_14.prn","PM","F1","4",1,1,"by midday",1,3,12
"30Oct2000_14.prn","PM","F1","4",2,1,"later",1,3,0
"30Oct2001_01.prn","AM","F4","2",0,0,"null",0,0,-99
"30Oct2001_01.prn","AM","F4","2",1,1,"by midday",1,3,12
"30Oct2001_01.prn","AM","F4","2",3,1,"later",1,3,0
"30Oct2001_01.prn","AM","F4","3",0,0,"null",3,1,0
"30Oct2001_01.prn","AM","F4","3",1,1,"by midday",3,1,15
"30Oct2001_01.prn","AM","F4","3",2,1,"later",1,3,0
"30Oct2001_01.prn","AM","F4","4",0,0,"null",1,3,0
"30Oct2001_01.prn","AM","F4","4",1,1,"by mid morning",1,3,9
"30Oct2001_01.prn","AM","F4","4",2,1,"by mid afternoon",2,2,15
"30Oct2001_01.prn","AM","F4","4",3,1,"by late evening",2,2,0
"30Oct2001_13.prn","PM","F1","2",0,0,"null",0,0,-99
"30Oct2001_13.prn","PM","F1","2",1,0,"null",2,2,6
"30Oct2001_13.prn","PM","F1","3",0,0,"null",1,3,6
"30Oct2001_13.prn","PM","F1","3",1,1,"by evening",2,2,18
"30Oct2001_13.prn","PM","F1","3",2,1,"later",2,2,0
"30Oct2001_13.prn","PM","F1","4",0,0,"null",1,3,0
"30Oct2001_13.prn","PM","F1","4",1,1,"soon",0,0,-99
"30Oct2001_13.prn","PM","F1","4",2,1,"by afternoon",1,3,15
"30Oct2001_13.prn","PM","F1","4",3,1,"later",1,3,0
"30Sep2000_03.prn","AM","F3","2",0,0,"null",5,2,12
"30Sep2000_03.prn","AM","F3","2",1,1,"by evening",3,2,0
"30Sep2000_03.prn","AM","F3","3",0,0,"null",3,2,0
"30Sep2000_03.prn","AM","F3","3",1,1,"by evening",2,2,0
"30Sep2000_03.prn","AM","F3","4",0,0,"null",5,1,3
"30Sep2000_03.prn","AM","F3","4",1,1,"soon",5,1,3
"30Sep2000_03.prn","AM","F3","4",2,1,"by mid afternoon",3,1,0
"30Sep2000_03.prn","AM","F3","4",3,1,"by evening",2,2,0
"30Sep2000_15.prn","PM","F2","2",0,0,"null",0,0,-99
"30Sep2000_15.prn","PM","F2","3",0,0,"null",1,3,15
"30Sep2000_15.prn","PM","F2","3",1,1,"later",1,3,0
"30Sep2000_15.prn","PM","F2","4",0,0,"null",3,2,3
"30Sep2000_15.prn","PM","F2","4",1,1,"later",1,3,0
"30Sep2001_15.prn","PM","F5","2",0,0,"null",2,2,18
"30Sep2001_15.prn","PM","F5","2",1,1,"evening",1,3,21
"30Sep2001_15.prn","PM","F5","2",2,1,"after midnight",3,2,3
"30Sep2001_15.prn","PM","F5","3",0,0,"null",1,3,6
"30Sep2001_15.prn","PM","F5","3",1,1,"by 1200",3,2,18
"30Sep2001_15.prn","PM","F5","3",2,1,"in evening",1,3,0
"30Sep2001_15.prn","PM","F5","4",0,0,"null",2,2,0
"30Sep2001_15.prn","PM","F5","4",1,0,"null",7,1,18
"31Aug2000_02.prn","AM","F2","2",0,0,"null",1,3,6
"31Aug2000_02.prn","AM","F2","2",1,0,"null",2,2,21
"31Aug2000_02.prn","AM","F2","3",0,0,"null",2,1,0
"31Aug2000_02.prn","AM","F2","3",1,1,"soon",0,0,-99
"31Aug2000_02.prn","AM","F2","3",2,1,"later",2,2,0
"31Aug2000_02.prn","AM","F2","4",0,0,"null",1,3,0
"31Aug2000_02.prn","AM","F2","4",2,1,"later",5,2,9
"31Aug2000_14.prn","PM","F4","2",0,0,"null",3,2,18
"31Aug2000_14.prn","PM","F4","2",1,1,"later",1,3,6
"31Aug2000_14.prn","PM","F4","3",0,0,"null",1,3,6
"31Aug2000_14.prn","PM","F4","3",1,1,"by midday",1,3,12
"31Aug2000_14.prn","PM","F4","3",2,1,"later",1,3,0
"31Aug2000_14.prn","PM","F4","4",0,0,"null",2,1,0
"31Aug2000_14.prn","PM","F4","4",1,1,"by afternoon",4,1,9
"31Aug2000_14.prn","PM","F4","4",2,1,"by midnight",2,1,0
"31Aug2001_03.prn","AM","F3","2",0,0,"null",1,3,6
"31Aug2001_03.prn","AM","F3","2",1,1,"soon",1,3,9
"31Aug2001_03.prn","AM","F3","2",2,1,"by evening",2,2,0
"31Aug2001_03.prn","AM","F3","3",0,0,"null",2,1,0
"31Aug2001_03.prn","AM","F3","3",1,1,"by midday",1,3,12
"31Aug2001_03.prn","AM","F3","3",3,1,"by late evening",1,3,0
"31Aug2001_03.prn","AM","F3","4",0,0,"null",1,3,0
"31Aug2001_03.prn","AM","F3","4",1,1,"by mid morning",6,1,12
"31Dec2000_01.prn","AM","F4","2",0,0,"null",1,3,6
"31Dec2000_01.prn","AM","F4","2",1,1,"by midday",1,3,12
"31Dec2000_01.prn","AM","F4","2",2,1,"by early evening",1,3,18
"31Dec2000_01.prn","AM","F4","2",3,1,"later",1,3,0
"31Dec2000_01.prn","AM","F4","3",0,0,"null",1,3,0
"31Dec2000_01.prn","AM","F4","3",1,1,"by midday",2,2,12
"31Dec2000_01.prn","AM","F4","3",2,1,"by midnight",1,3,0
"31Dec2000_01.prn","AM","F4","4",0,0,"null",1,3,0
"31Dec2000_01.prn","AM","F4","4",1,1,"by evening",4,1,15
"31Dec2000_14.prn","PM","F1","2",0,0,"null",1,3,18
"31Dec2000_14.prn","PM","F1","2",1,0,"null",1,3,6
"31Dec2000_14.prn","PM","F1","3",0,0,"null",2,2,6
"31Dec2000_14.prn","PM","F1","3",1,1,"very soon",2,2,12
"31Dec2000_14.prn","PM","F1","3",2,1,"in afternoon",3,1,18
"31Dec2000_14.prn","PM","F1","4",0,0,"null",1,3,0
"31Dec2000_14.prn","PM","F1","4",1,1,"by midday",5,1,15
"31Dec2001_03.prn","AM","F3","2",0,0,"null",2,2,6
"31Dec2001_03.prn","AM","F3","2",1,1,"by evening",2,2,0
"31Dec2001_03.prn","AM","F3","3",0,0,"null",4,1,0
"31Dec2001_03.prn","AM","F3","3",1,1,"late evening",0,0,-99
"31Dec2001_03.prn","AM","F3","4",0,0,"null",1,3,3
"31Dec2001_03.prn","AM","F3","4",1,1,"by evening",2,2,0
"31Dec2001_14.prn","PM","F5","2",0,0,"null",0,0,-99
"31Dec2001_14.prn","PM","F5","2",1,1,"evening",1,3,0
"31Dec2001_14.prn","PM","F5","2",2,1,"by 0600",2,2,6
"31Dec2001_14.prn","PM","F5","3",0,0,"null",1,3,6
"31Dec2001_14.prn","PM","F5","3",1,1,"by early pm",2,2,12
"31Dec2001_14.prn","PM","F5","3",2,1,"during evening",0,0,-99
"31Dec2001_14.prn","PM","F5","4",0,0,"null",0,0,-99
"31Dec2001_14.prn","PM","F5","4",1,1,"by mid period",2,1,12
"31Dec2001_14.prn","PM","F5","4",2,1,"during evening",1,3,0
"31Jan2001_02.prn","AM","F3","2",0,0,"null",7,1,12
"31Jan2001_02.prn","AM","F3","3",0,0,"null",1,3,0
"31Jan2001_02.prn","AM","F3","3",1,1,"by evening",3,1,18
"31Jan2001_02.prn","AM","F3","4",0,0,"null",3,1,0
"31Jan2001_02.prn","AM","F3","4",1,1,"by midday",2,2,12
"31Jan2001_02.prn","AM","F3","4",2,1,"by late evening",1,3,0
"31Jan2001_14.prn","PM","F2","2",0,0,"null",1,3,18
"31Jan2001_14.prn","PM","F2","2",1,1,"overnight",0,0,-99
"31Jan2001_14.prn","PM","F2","3",0,0,"null",1,3,12
"31Jan2001_14.prn","PM","F2","3",1,0,"null",1,3,0
"31Jan2001_14.prn","PM","F2","4",0,0,"null",2,1,0
"31Jan2001_14.prn","PM","F2","4",1,0,"null",0,0,-99
"31Jul2000_03.prn","AM","F5","2",0,0,"null",4,2,15
"31Jul2000_03.prn","AM","F5","3",1,1,"by early afternoon",3,2,18
"31Jul2000_03.prn","AM","F5","3",2,1,"by late evening",1,3,0
"31Jul2000_03.prn","AM","F5","4",0,0,"null",5,2,3
"31Jul2000_03.prn","AM","F5","4",1,1,"later",4,2,18
"31Jul2000_14.prn","PM","F4","2",0,0,"null",0,0,-99
"31Jul2000_14.prn","PM","F4","2",1,0,"null",2,2,6
"31Jul2000_14.prn","PM","F4","3",0,0,"null",1,3,6
"31Jul2000_14.prn","PM","F4","3",1,0,"null",2,2,0
"31Jul2000_14.prn","PM","F4","4",0,0,"null",2,2,0
"31Jul2000_14.prn","PM","F4","4",1,1,"by midday",5,2,9
"31Jul2000_14.prn","PM","F4","4",2,1,"by mid evening",1,3,18
"31Jul2001_15.prn","PM","F5","2",0,0,"null",0,0,-99
"31Jul2001_15.prn","PM","F5","2",1,1,"tonight",0,0,-99
"31Jul2001_15.prn","PM","F5","2",2,1,"later in period",1,3,6
"31Jul2001_15.prn","PM","F5","3",0,0,"null",2,2,9
"31Jul2001_15.prn","PM","F5","3",1,1,"in afternoon",1,3,12
"31Jul2001_15.prn","PM","F5","3",2,1,"later",1,3,0
"31Jul2001_15.prn","PM","F5","4",0,0,"null",1,3,0
"31Jul2001_15.prn","PM","F5","4",1,1,"in morning",0,0,-99
"31Jul2001_15.prn","PM","F5","4",2,1,"by early afternoon",5,1,18
"31Mar2001_02.prn","AM","F4","2",0,0,"null",1,3,6
"31Mar2001_02.prn","AM","F4","2",1,1,"by afternoon",1,3,12
"31Mar2001_02.prn","AM","F4","2",2,1,"evening",2,2,0
"31Mar2001_02.prn","AM","F4","3",0,0,"null",1,3,0
"31Mar2001_02.prn","AM","F4","3",1,1,"by end of period",2,2,0
"31Mar2001_02.prn","AM","F4","4",0,0,"null",2,2,0
"31Mar2001_02.prn","AM","F4","4",1,1,"soon",1,3,6
"31Mar2001_02.prn","AM","F4","4",2,1,"by afternoon",1,3,12
"31Mar2001_02.prn","AM","F4","4",3,1,"in evening",1,3,0
"31Mar2001_14.prn","PM","F2","2",0,0,"null",0,0,-99
"31Mar2001_14.prn","PM","F2","2",1,1,"overnight",1,3,6
"31Mar2001_14.prn","PM","F2","3",0,0,"null",1,3,6
"31Mar2001_14.prn","PM","F2","3",1,0,"null",1,3,0
"31Mar2001_14.prn","PM","F2","4",0,0,"null",3,2,0
"31Mar2002_14.prn","PM","F5","2",0,0,"null",2,2,18
"31Mar2002_14.prn","PM","F5","2",1,1,"evening",1,3,0
"31Mar2002_14.prn","PM","F5","2",2,1,"after midnight",1,3,6
"31Mar2002_14.prn","PM","F5","3",0,0,"null",5,2,15
"31Mar2002_14.prn","PM","F5","3",1,1,"in afternoon",1,3,18
"31Mar2002_14.prn","PM","F5","3",2,1,"by late evening",1,3,0
"31Mar2002_14.prn","PM","F5","4",0,0,"null",1,3,0
"31Mar2002_14.prn","PM","F5","4",1,1,"by midday",3,2,12
"31Mar2002_14.prn","PM","F5","4",2,1,"later in evening",1,3,0
"31May2001_16.prn","PM","F5","2",0,0,"null",0,0,-99
"31May2001_16.prn","PM","F5","2",1,1,"evening",0,0,-99
"31May2001_16.prn","PM","F5","2",2,1,"after midnight",1,3,3
"31May2001_16.prn","PM","F5","2",3,1,"later",1,3,6
"31May2001_16.prn","PM","F5","3",0,0,"null",2,1,6
"31May2001_16.prn","PM","F5","4",0,0,"null",0,0,-99
"31May2001_16.prn","PM","F5","4",1,1,"soon",4,1,15
"31Oct2000_02.prn","AM","F3","2",0,0,"null",1,3,6
"31Oct2000_02.prn","AM","F3","2",1,1,"by midday",1,3,15
"31Oct2000_02.prn","AM","F3","2",2,1,"by late evening",1,3,0
"31Oct2000_02.prn","AM","F3","3",0,0,"null",2,2,0
"31Oct2000_02.prn","AM","F3","3",1,1,"by mid afternoon",1,3,15
"31Oct2000_02.prn","AM","F3","3",2,1,"by evening",3,2,21
"31Oct2000_02.prn","AM","F3","4",0,0,"null",1,3,0
"31Oct2000_02.prn","AM","F3","4",2,1,"by evening",2,2,0
"31Oct2000_14.prn","PM","F1","2",0,0,"null",0,0,-99
"31Oct2000_14.prn","PM","F1","2",2,1,"later",1,3,6
"31Oct2000_14.prn","PM","F1","3",0,0,"null",1,3,6
"31Oct2000_14.prn","PM","F1","3",1,1,"soon",2,1,9
"31Oct2000_14.prn","PM","F1","3",2,1,"later",2,1,18
"31Oct2000_14.prn","PM","F1","4",0,0,"null",1,3,0
"31Oct2000_14.prn","PM","F1","4",2,1,"later",1,3,0
"31Oct2001_02.prn","AM","F4","2",0,0,"null",1,3,6
"31Oct2001_02.prn","AM","F4","2",1,1,"by evening",1,3,18
"31Oct2001_02.prn","AM","F4","2",2,1,"later",2,2,21
"31Oct2001_02.prn","AM","F4","3",0,0,"null",1,3,0
"31Oct2001_02.prn","AM","F4","3",1,1,"by mid morning",1,3,9
"31Oct2001_02.prn","AM","F4","3",2,1,"by mid afternoon",1,3,15
"31Oct2001_02.prn","AM","F4","3",3,1,"by midnight",1,3,0
"31Oct2001_02.prn","AM","F4","4",0,0,"null",5,1,0
"31Oct2001_02.prn","AM","F4","4",1,1,"by late morning",2,2,12
"31Oct2001_02.prn","AM","F4","4",2,1,"from midday",2,2,12
"31Oct2001_02.prn","AM","F4","4",3,1,"by midnight",2,2,0
"31Oct2001_13.prn","PM","F1","2",0,0,"null",0,0,-99
"31Oct2001_13.prn","PM","F1","2",1,0,"null",1,3,6
"31Oct2001_13.prn","PM","F1","3",0,0,"null",1,3,6
"31Oct2001_13.prn","PM","F1","3",1,1,"very soon",1,3,9
"31Oct2001_13.prn","PM","F1","3",2,1,"by evening",1,3,18
"31Oct2001_13.prn","PM","F1","3",3,1,"later",1,3,0
"31Oct2001_13.prn","PM","F1","4",0,0,"null",6,2,15
"31Oct2001_13.prn","PM","F1","4",1,0,"null",1,3,0
"3Apr2001_02.prn","AM","F4","2",0,0,"null",2,1,6
"3Apr2001_02.prn","AM","F4","2",1,1,"by midday",3,1,12
"3Apr2001_02.prn","AM","F4","2",2,1,"by evening",1,3,18
"3Apr2001_02.prn","AM","F4","2",3,1,"later",3,1,12
"3Apr2001_02.prn","AM","F4","3",0,0,"null",2,1,0
"3Apr2001_02.prn","AM","F4","3",1,1,"soon",5,1,6
"3Apr2001_02.prn","AM","F4","3",2,1,"later",1,3,0
"3Apr2001_02.prn","AM","F4","4",0,0,"null",2,2,0
"3Apr2001_02.prn","AM","F4","4",1,0,"null",7,1,6
"3Apr2001_15.prn","PM","F5","2",0,0,"null",2,1,0
"3Apr2001_15.prn","PM","F5","2",1,1,"soon",0,0,-99
"3Apr2001_15.prn","PM","F5","2",2,1,"later in night",1,3,6
"3Apr2001_15.prn","PM","F5","3",0,0,"null",4,1,9
"3Apr2001_15.prn","PM","F5","3",1,1,"in evening",1,3,21
"3Apr2001_15.prn","PM","F5","4",0,0,"null",0,0,-99
"3Apr2001_15.prn","PM","F5","4",1,1,"in morning",2,1,12
"3Apr2001_15.prn","PM","F5","4",2,1,"later in evening",1,3,0
"3Apr2002_03.prn","AM","F2","2",0,0,"null",6,1,9
"3Apr2002_03.prn","AM","F2","2",1,0,"null",1,3,0
"3Apr2002_03.prn","AM","F2","3",0,0,"null",3,1,3
"3Apr2002_03.prn","AM","F2","3",1,0,"null",0,0,-99
"3Apr2002_03.prn","AM","F2","4",0,0,"null",0,0,-99
"3Apr2002_03.prn","AM","F2","4",1,1,"later",0,0,-99
"3Apr2002_14.prn","PM","F5","2",0,0,"null",3,2,6
"3Apr2002_14.prn","PM","F5","3",0,0,"null",2,2,6
"3Apr2002_14.prn","PM","F5","3",2,1,"during afternoon",1,3,0
"3Apr2002_14.prn","PM","F5","4",0,0,"null",4,2,12
"3Apr2002_14.prn","PM","F5","4",1,1,"later",2,2,0
"3Aug2000_14.prn","PM","F4","2",0,0,"null",0,0,-99
"3Aug2000_14.prn","PM","F4","2",1,1,"by morning",1,3,6
"3Aug2000_14.prn","PM","F4","3",0,0,"null",2,2,6
"3Aug2000_14.prn","PM","F4","3",1,1,"by mid evening",3,1,18
"3Aug2000_14.prn","PM","F4","4",0,0,"null",5,1,0
"3Aug2000_14.prn","PM","F4","4",1,1,"soon",4,2,6
"3Aug2000_14.prn","PM","F4","4",2,1,"by midday",4,1,9
"3Aug2000_14.prn","PM","F4","4",3,1,"later",5,1,0
"3Aug2001_15.prn","PM","F5","2",0,0,"null",0,0,-99
"3Aug2001_15.prn","PM","F5","2",2,1,"by late evening",2,2,3
"3Aug2001_15.prn","PM","F5","3",0,0,"null",0,0,-99
"3Aug2001_15.prn","PM","F5","3",1,1,"by afternoon",4,1,12
"3Aug2001_15.prn","PM","F5","4",0,0,"null",0,0,-99
"3Aug2001_15.prn","PM","F5","4",1,1,"in morning",5,1,9
"3Dec2000_02.prn","AM","F3","2",0,0,"null",2,2,6
"3Dec2000_02.prn","AM","F3","2",1,1,"by late evening",2,2,0
"3Dec2000_02.prn","AM","F3","3",0,0,"null",3,2,0
"3Dec2000_02.prn","AM","F3","3",1,1,"soon",1,3,6
"3Dec2000_02.prn","AM","F3","3",2,1,"by mid afternoon",2,1,18
"3Dec2000_02.prn","AM","F3","3",3,1,"late evening",4,1,3
"3Dec2000_02.prn","AM","F3","4",0,0,"null",1,3,0
"3Dec2000_02.prn","AM","F3","4",1,1,"soon",2,2,6
"3Dec2000_02.prn","AM","F3","4",2,1,"by evening",2,2,0
"3Dec2000_14.prn","PM","F1","2",0,0,"null",2,2,18
"3Dec2000_14.prn","PM","F1","2",1,0,"null",1,3,6
"3Dec2000_14.prn","PM","F1","3",0,0,"null",2,2,6
"3Dec2000_14.prn","PM","F1","3",1,1,"by evening",1,3,18
"3Dec2000_14.prn","PM","F1","3",2,1,"later",4,2,21
"3Dec2000_14.prn","PM","F1","4",0,0,"null",2,2,0
"3Dec2000_14.prn","PM","F1","4",1,1,"by midday",5,1,12
"3Dec2000_14.prn","PM","F1","4",2,1,"later",2,2,0
"3Dec2001_05.prn","AM","F1","2",0,0,"null",3,2,6
"3Dec2001_05.prn","AM","F1","2",1,1,"later",1,3,0
"3Dec2001_05.prn","AM","F1","3",0,0,"null",3,2,3
"3Dec2001_05.prn","AM","F1","3",1,1,"in afternoon",1,3,18
"3Dec2001_05.prn","AM","F1","3",2,1,"later",1,3,0
"3Dec2001_05.prn","AM","F1","4",0,0,"null",1,3,0
"3Dec2001_05.prn","AM","F1","4",2,1,"later",1,3,0
"3Dec2001_13.prn","PM","F5","2",0,0,"null",1,3,18
"3Dec2001_13.prn","PM","F5","2",1,1,"by midnight",3,1,3
"3Dec2001_13.prn","PM","F5","3",0,0,"null",2,2,6
"3Dec2001_13.prn","PM","F5","3",1,1,"early afternoon",1,3,15
"3Dec2001_13.prn","PM","F5","3",2,1,"by evening",1,3,18
"3Dec2001_13.prn","PM","F5","3",3,1,"later",2,2,0
"3Dec2001_13.prn","PM","F5","4",0,0,"null",1,3,0
"3Feb2002_03.prn","AM","F3","2",0,0,"null",2,2,6
"3Feb2002_03.prn","AM","F3","2",1,1,"by late evening",1,3,0
"3Feb2002_03.prn","AM","F3","3",0,0,"null",1,3,0
"3Feb2002_03.prn","AM","F3","3",1,1,"by late evening",2,2,0
"3Feb2002_03.prn","AM","F3","4",0,0,"null",1,3,0
"3Feb2002_13.prn","PM","F2","2",0,0,"null",1,3,21
"3Feb2002_13.prn","PM","F2","2",1,1,"later",0,0,-99
"3Feb2002_13.prn","PM","F2","3",0,0,"null",1,3,9
"3Feb2002_13.prn","PM","F2","3",1,1,"by evening",2,1,21
"3Feb2002_13.prn","PM","F2","4",0,0,"null",1,3,0
"3Feb2002_13.prn","PM","F2","4",1,0,"null",3,1,15
"3Jan2001_00.prn","AM","F4","2",0,0,"null",4,1,6
"3Jan2001_00.prn","AM","F4","2",1,1,"by midday",3,1,12
"3Jan2001_00.prn","AM","F4","2",2,1,"by late evening",3,1,18
"3Jan2001_00.prn","AM","F4","3",0,0,"null",1,3,0
"3Jan2001_00.prn","AM","F4","3",1,1,"by early evening",3,2,15
"3Jan2001_00.prn","AM","F4","3",2,1,"by late evening",1,3,0
"3Jan2001_00.prn","AM","F4","4",0,0,"null",1,3,0
"3Jan2001_00.prn","AM","F4","4",1,1,"by midday",1,3,12
"3Jan2001_00.prn","AM","F4","4",2,1,"during evening",2,1,21
"3Jan2001_14.prn","PM","F1","2",0,0,"null",0,0,-99
"3Jan2001_14.prn","PM","F1","2",1,1,"very soon",1,3,18
"3Jan2001_14.prn","PM","F1","2",2,1,"by midnight",1,3,0
"3Jan2001_14.prn","PM","F1","2",3,1,"later",2,2,3
"3Jan2001_14.prn","PM","F1","3",0,0,"null",1,3,6
"3Jan2001_14.prn","PM","F1","3",1,1,"soon",2,2,15
"3Jan2001_14.prn","PM","F1","3",2,1,"by evening",1,3,18
"3Jan2001_14.prn","PM","F1","3",3,1,"later",1,3,0
"3Jan2001_14.prn","PM","F1","4",0,0,"null",4,2,0
"3Jan2001_14.prn","PM","F1","4",1,1,"by midday",2,2,12
"3Jan2001_14.prn","PM","F1","4",2,1,"later",2,2,21
"3Jul2001_01.prn","AM","F2","2",0,0,"null",0,0,-99
"3Jul2001_01.prn","AM","F2","2",2,1,"later",1,3,0
"3Jul2001_01.prn","AM","F2","3",0,0,"null",1,3,0
"3Jul2001_01.prn","AM","F2","3",2,1,"during evening",0,0,-99
"3Jul2001_01.prn","AM","F2","4",0,0,"null",1,3,3
"3Jul2001_15.prn","PM","F4","2",0,0,"null",0,0,-99
"3Jul2001_15.prn","PM","F4","2",1,1,"by midnight",1,3,0
"3Jul2001_15.prn","PM","F4","2",2,1,"by morning",1,3,6
"3Jul2001_15.prn","PM","F4","3",0,0,"null",2,2,6
"3Jul2001_15.prn","PM","F4","3",1,1,"by late evening",1,3,21
"3Jul2001_15.prn","PM","F4","3",2,1,"late in period",1,3,0
"3Jul2001_15.prn","PM","F4","4",0,0,"null",6,2,3
"3Jul2001_15.prn","PM","F4","4",1,1,"later",1,3,0
"3Jun2001_02.prn","AM","F1","2",0,0,"null",1,3,6
"3Jun2001_02.prn","AM","F1","2",1,1,"by afternoon",1,3,15
"3Jun2001_02.prn","AM","F1","2",2,1,"later",1,3,0
"3Jun2001_02.prn","AM","F1","3",0,0,"null",2,1,0
"3Jun2001_02.prn","AM","F1","3",1,1,"soon",1,3,6
"3Jun2001_02.prn","AM","F1","3",2,1,"later",1,3,0
"3Jun2001_02.prn","AM","F1","4",0,0,"null",4,2,3
"3Jun2001_02.prn","AM","F1","4",1,1,"later",2,2,21
"3Jun2001_14.prn","PM","F4","2",0,0,"null",0,0,-99
"3Jun2001_14.prn","PM","F4","2",1,1,"by midnight",1,3,0
"3Jun2001_14.prn","PM","F4","2",2,1,"later",1,3,6
"3Jun2001_14.prn","PM","F4","3",0,0,"null",4,2,15
"3Jun2001_14.prn","PM","F4","3",1,1,"soon",2,2,12
"3Jun2001_14.prn","PM","F4","3",2,1,"from midday",2,2,12
"3Jun2001_14.prn","PM","F4","3",3,1,"by midnight",1,3,0
"3Jun2001_14.prn","PM","F4","4",0,0,"null",5,1,0
"3Jun2001_14.prn","PM","F4","4",1,1,"by midday",1,3,12
"3Jun2001_14.prn","PM","F4","4",2,1,"by late evening",2,1,21
"3Mar2001_14.prn","PM","F1","2",0,0,"null",0,0,-99
"3Mar2001_14.prn","PM","F1","2",2,1,"later",1,3,6
"3Mar2001_14.prn","PM","F1","3",0,0,"null",2,2,9
"3Mar2001_14.prn","PM","F1","3",1,0,"null",3,1,21
